"key","value"
"BUSINESSES_INVOLVING","من الأفضل للشركات التي تنطوي على المهام مع عدة أيام عمل وقت الانتهاء."
"MULTIPLE_DAYS","مع عدة أيام عمل وقت الانتهاء."
"PAY_JUST","تدفع فقط ل"
"UNDERTAKEN","باشر"
"NO_RESTRICTION","لا قيود على القوى العاملة"
"FREE_FOREVER","حر للابد"
"ALLOW_USAGE","السماح باستخدام وكلاء 3 فقط"
"UPTO_300","تصل 300 المهام شهريا"
"PER_MONTH","كل شهر"
"NO_BILLS","لا فواتير إلى الأبد"
"PAY_PER_AGENTS","راتب وكيل PER"
"CARD_NUMBER","رقم البطاقة"
"SKIP","تخطى"
"CANCEL","إلغاء"
"NO_CARD","وأضافت أي بطاقة الائتمان بعد"
"CHOOSE_RIGHT_PLAN","اختيار الخطة المناسبة لك"
"MONTH","شهر"
"ALLOW_USAGE_ONLY","السماح باستخدام فقط"
"ADDIIONAL_STOP_SAME_TASK","توقف إضافي في نفس العمل"
"BULK_TASK","العمل السائبة"
"TASK_EMI","EMI مهمة"
"TASK_BASED","واستنادا مهمة"
"CURRENT_PLAN","الخطه الحاليه"
"DELETE_ACCOUNT","حذف الحساب"
"TOTAL_PENDING_PAYMENT","الدفع مجموع انتظار هو"
"INVOICE","فاتورة"
"UPTO","يصل إلى"
"MMYY","مم / سنة"
"CVV","CVV"
"TASKPER_MOTH","المهام شهريا"
"UNLIMITED_TASK","مهام غير محدودة لكل عميل"
"PAY_PER_TASK","دفع لكل المهام"
"agnet_based_plan","خطة وكيل وبناء"
"agnet_emi","وكيل EMI"
"bulk_agent","وكيل السائبة"
"task_plural","مهام"
"agent_plural","عملاء"
"agent_plural1","عملاء"
"you_can_add_only_3","يمكنك فقط اختيار 3 سائقين في هذه الخطة"
"TEAMS","فرق"
"MANAGERS","مدراء"
"ADD_MANAGER","إضافة مدير"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","السماح بالوصول إلى المهام غير المعينة"
"ASSIGN_TEAMS","تعيين فريق (ق)"
"EDIT_MANAGER","تحرير مدير"
"DELETE_MANAGER","حذف مدير"
"PASSWORD","كلمه السر"
"ALLOW_CREATE_TASK","السماح إنشاء مهمة"
"ALLOW_EDIT_TASK","السماح تحرير العمل"
"FIRST_NAME","الاسم الاول"
"USERNAME","اسم المستخدم"
"ACTIONS","أفعال"
"MANAGER_HEADING","إضافة مدراء لخلق وتحرير المهام وتوزيعها على وكلاء في فرقهم. تعيين فرق متعددة لمديري ومنح أذونات لإضافة وكلاء أو السماح بالوصول إلى مهام غير المعينة."
"OPTIONAL","اختياري"
"MANAGER_HEADING_1","يمكن تعيين فرق متعددة للمديرين وأنهم في المقابل يمكن إدارة المهام غير المعينة، إضافة السائقين وتخصيص لهم المهام الخ"
"MANAGER_HEADING_2","في فرقهم. تعيين فرق متعددة لمديري ومنح أذونات لإضافة"
"MANAGER_HEADING_3","أو السماح بالوصول إلى مهام غير المعينة."
"ALLOW_ADD_AGENTS Agent","تسمح بإضافة وكيل"
"CUSTOMERS","الزبائن"
"EXPORT_CUSTOMERS","عملاء التصدير"
"ADD_CUSTOMER_VIA_CSV","إضافة العملاء عبر CSV تحميل"
"EDIT_CUSTOMER","تحرير العملاء"
"CUSTOMER_EMAIL","العملاء البريد الإلكتروني"
"CUSTOMER_ADDRESS","عنوان العملاء"
"DELETE_CUSTOMER","Are you sure you want to delete this customer?"
"CLICK_TO_SHOW","انقر لمشاهدة أكثر"
"NO_RESULTS","لا توجد نتائج للعرض"
"ENTER_LOCATION","الرجاء إدخال موقع صالح."
"SEARCH_PLACEHOLDER","المهام بحث حسب العنوان"
"NEW_TASKS","مهام جديدة"
"PICKUP_ADD","مطلوب التقاط عنوان"
"T_GREATER_CT","يجب أن يكون وقت أكبر من الوقت الحالي."
"TAB","التبويب"
"DEL_ADDRESS","مطلوب عنوان المرسل إليه"
"DT_GREATER_PT","وينبغي أن يكون التسليم في الوقت المحدد أكبر من الوقت البيك اب."
"ET_GREATER_ST","يجب أن يكون وقت النهاية أكبر من وقت البدء."
"EDIT_STOP","تحرير الإيقاف"
"DELETE_CUSTOMER_?","حذف العملاء؟"
"NOT_AVAILABLE","غير متاح"
"AVG_RATING","متوسط ​​تقييم"
"ENTER_LOC","أدخل موقعا"
"RATINGS_REVIEW","التقييمات والمراجعة"
"BILLING","الفواتير"
"ADD_ONS","السوق"
"API_KEY","مفتاح API"
"PROMO","رمز ترويجي"
"ADD_PROMO","إضافة الترقيات"
"AUTO_ASSIGNMENT","لصناعة السيارات في مهمة تمكين"
"VENDORS","بوابات"
"VENDORS_SETTING","بوابات"
"VENDORS_LIST","المستخدمين البوابة"
"WORKFLOW","سير العمل"
"BUSINESS","نوع العمل"
"NOTIFICATIONS","إخطارات"
"GEOFENCE","بالسياجات الجغرافية"
"PROFILE","الملف الشخصي"
"BUSINESS_APP","التطبيقات التجارية"
"CUSTOM_APPS","تطبيقات مخصصة"
"CATEGORY","الفئة"
"PARENT_CATEGORY","القسم الرئيسي"
"SUBCATEGORY","التصنيف الفرعي"
"AGENT_SCHEDULE","جدول كيل"
"CUSTOMER_NOTIFICATIONS","إخطارات"
"TRIGGERS","محفزات"
"WEBHOOK","Webhook"
"SMS","حساب SMS الخاصة بك"
"PICKUP_NOTIFICATIONS","الإخطارات لاقط"
"DELIVERY_NOTIFICATIONS","تسليم الإشعارات"
"INSERT_TAG","إدراج علامة"
"SUBJECT","موضوع"
"PREVIEW","معاينة"
"MESSAGE","رسالة"
"NOTIFICATION_TEXT","إرسال الرسائل القصيرة المخصصة ورسائل البريد الإلكتروني وwebhooks على أساس كل الزناد وتخصيص المحتوى عن طريق النقر على رمز القلم الرصاص."
"ENABLE_NOTIFICATION","هل أنت متأكد أنك تريد تمكين هذا الإعلام؟"
"DISABLE_NOTIFICATION","هل أنت متأكد أنك تريد تعطيل هذا الإعلام؟"
"RATE_YOUR_FEEDBACK","معدل ردك"
"SELECT_WORKFLOW","حدد سير العمل"
"CHOOSE_THE_WORKFLOW_THAT_BEST_COMPLIMENTS_YOUR_BUISNESS","اختيار سير العمل التي تكمل أفضل عملك."
"PICKUP_&_DELIVERY","البيك اب و الدفع"
"MANAGE_ON_DEMAND_PICKUPS_AND_DELIVERIES_EFFICIENTLY","إدارة حول التقاطات الطلب والتسليم بكفاءة"
"BUISNESS_THAT_USE_THIS_WORKFLOW_INCLUDE","الأعمال التي تستخدم هذا العمل تشمل"
"SMS_WEB","SMS وWebhooks"
"APPOINTMENT","موعد"
"UPDATE","تحديث"
"EMAIL_ATTACHMENT","مرفق البريد الالكتروني"
"APPLICATION_JSON","التطبيق / سلمان"
"APPLICATION_URLENCODED","التطبيق / urlencoded-س-شكل شبكة الاتصالات العالمية"
"TAG","بطاقة"
"REQUEST_RECEIVED","طلب تلقيت"
"AGENT_STARTED","وكيل كتبت"
"AGENT_ARRIVED","وكيل وصلت"
"SUCCESSFUL","ناجح"
"TASK_UPDATE","تحديث مهمة"
"REQUEST_ACCEPTED","طلب مقبول"
"CREATE_TEAM","إنشاء فريق"
"EDIT_TEAM","تحرير فريق"
"HELP_TEXT_BATTERY_HEADING","تعيين دقة الموقع عن التطبيق وكيل"
"TEAM_MEMBERS","أعضاء الفريق"
"PLEASE_SELECT","الرجاء الإختيار"
"LOW","منخفض"
"MEDIUM","متوسط"
"HIGH","متوسط"
"HELP_TEXT_BATTERY_SUB_HEADING","(للبطارية الأمثل)"
"HELP_TEXT_HIGH_DESC","(3 ثوان الموقع معدل تحديث + 30 ثانية خادم هيت) (GPS + موقع الشبكة)"
"HELP_TEXT_MEDIUM_DESC","(30 ثانية الموقع معدل تحديث + 30 ثانية خادم هيت) (GPS + موقع الشبكة)"
"HELP_TEXT_LOW_DESC","(60 ثانية الموقع معدل تحديث + 60 ثانية خادم هيت) (موقع الشبكة فقط)"
"HELP_TEXT_TAGS","الرجاء إدخال قيم مفصولة بفاصلة. وسوف تستخدم هذه العلامات لتصنيف فريقك."
"ORGANIZE","تنظيم الخاص بك"
"BASED_ON","في مجموعات على أساس الجغرافيا، ومناطق في المدينة، ونوع السيارة وعوامل أخرى."
"AND","و"
"ASSIGNED_ATLEAST","يجب أن تسند إلى فريق واحد على الأقل."
"ID","هوية شخصية"
"NO_TRACKING","لا تتبع"
"DELETE_TEXT","حذف أو نقل الخاص"
"DELETE_TEXT_2","إلى الفريق الآخر. من أجل حذف الفريق."
"CREATE_A_TEAM","إنشاء فريق من السائقين، في علامة التبويب فرق."
"ENTER_NAME","أدخل اسم الفريق"
"SET_LOCATION","تعيين دقة الموقع ل"
"HELP_TEXT_NO_TRACKING_DESC","تتبع الموقع فقط لإجراء تغييرات حالة المهمة وعندما يفتح وكيل التطبيق"
"SET_LOCATION_FOR_APP","تعيين دقة الموقع للسائق التطبيقات."
"ORGANIZE_TEXT","تنظيم سائق الخاص بك في مجموعات على أساس الجغرافيا، ومناطق في المدينة، ونوع السيارة وعوامل أخرى. المديرين في مجموعات على أساس الجغرافيا، ومناطق في المدينة، ونوع السيارة وعوامل أخرى. يجب أن يتم تعيين سائق لفريق واحد على الأقل."
"TAGS","TAGS"
"DELETE_TEAM","حذف فريق"
"ORGANIZE_TEXT_1","تنظيم وكيل الخاص بك في مجموعات على أساس الجغرافيا، ومناطق في المدينة، ونوع السيارة وعوامل أخرى. المديرين في مجموعات على أساس الجغرافيا، ومناطق في المدينة، يجب تعيين نوع السيارة وغيرها factors.Agent لفريق واحد على الأقل."
"ORGANIZE_TEXT_2","في مجموعات على أساس الجغرافيا، ومناطق في المدينة، ونوع السيارة وعوامل أخرى. المديرين في مجموعات على أساس الجغرافيا، ومناطق في المدينة، ونوع السيارة وعوامل أخرى."
"ORGANIZE_TEXT_3","يجب أن تسند إلى فريق واحد على الأقل."
"ADD","إضافة"
"IMPORT","وكلاء استيراد"
"DEVICE_VERSION","النسخة جهاز"
"IN_TRANSIT","في مرحلة انتقالية"
"FIRST_LOGIN_REQUIRED","أولا تسجيل الدخول مطلوب"
"BLOCKED","مسدود"
"BLOCK_MSG","هل أنت متأكد أنك تريد حظر هذا البائع"
"UNBLOCK_MSG","هل أنت متأكد أنك تريد للافراج عن هذا الوكيل"
"ASSIGN_TEAM","تعيين إلى فريق"
"TRANSPORT_TYPE","نوع النقل"
"TRANSPORT_DESC","وصف النقل (السنة، النموذجي)"
"LIC_PLATE","لوحة معدنية"
"COLOR","اللون"
"TAGS_HELP_TEXT","الرجاء إدخال قيم مفصولة بفاصلة. وسوف تستخدم هذه العلامات لتصنيف الخاصة بك"
"IMPORT_LINK_TEXT","لتحميل القالب ملف CSV مع القيم عينة لإضافة الجديد"
"SCHEDULE_TO","ضوابط الجدول الزمني ل"
"CANT_ACCESS","وكيل لا يمكن الوصول"
"VIEW_AND_EDIT","يمكن عرض وتحرير"
"DRIVERS","السائقين"
"ADD_DRIVERS","إضافة برامج تشغيل والتنازل عنها لفريق"
"CSV_HEADER","رأس CSV"
"TEAM_ID","هوية شخصية"
"MANDATORY_CONDITION","إلزامي (اسم المستخدم تسجيل الدخول التي سيتم استخدامها من قبل وكيل للدخول إلى التطبيق)"
"MANDATORY_TEAM_ID","إلزامي (الإدخال معرف فريق العددية التي يمكنك الحصول عليها من صفحة الفريق)"
"OPTIONAL_CONDITION","اختياري (سيتم تم تكوينها إذا تركها فارغة)"
"TRANSPORT_TYPE_5","نوع النقل (0-5)"
"OPTIONAL_NUMERIC","اختياري (الإدخال نوع النقل العددي لجهودكم"
"AVAILABLE_TRANSPORT_TYPES","متوفر نوع النقل"
"CAR","سيارة: 0"
"MOTORCYCLE","دورة المحرك: 1"
"BICYCLE","دراجات: 2"
"SCOOTER","سكوتر: 3"
"FOOT","القدم: 4"
"TRUCK","شاحنة: 5"
"TRANSPORT_DESCRIPTION","وصف النقل"
"LICENSE","رخصة"
"DOWNLOAD_CSV","تحميل البيانات المهمة الخاصة بك في ملف CSV"
"EMAIL_ADDRESS","عنوان البريد الإلكتروني"
"PHONE_NUMBER","رقم الهاتف"
"USER_NAME","اسم المستخدم"
"PROCEED_TO_DASHBOARD","المضي قدما إلى لوحة التحكم"
"PLEASE_SELECT_ATLEAST_ONE_VALUE","الرجاء اختيار أتلست قيمة واحدة"
"MEMBERS_RECEIVE_AN_EMAIL/SMS_TO_DOWNLOAD_THE_MOBILE_APP","يحصل أعضاء على البريد الإلكتروني / الرسائل القصيرة لتنزيل التطبيق المحمول."
"THE","ال"
"ADD_YOURSELF_AS","إضافة نفسك"
"YOU_ADDED","لقد قمت بإضافة"
"FILTERS","مرشحات"
"EDIT","تصحيح"
"DEVICE_TYPE","نوع الجهاز"
"AGENTS_ID","هوية شخصية"
"IDLE","خامل"
"OFFLINE","غير متصل على الانترنت"
"NEED_SIGNUP_VERIFICATION","تحتاج الاشتراك التأكيد"
"UPDATE_AGENT","عامل التحديث"
"FIELDS_SUBMITTED","الحقول قدمت خلال الاشتراك"
"REASON_FOR_RESUBMISSION","سبب إعادة تقديم"
"REMAINING","متبق"
"UPDATE_STATUS","تحديث الحالة"
"SELECT_AN_OFFERING","اختر قربانا"
"GENERAL","جنرال لواء"
"CATEGORY_NAME","اسم التصنيف"
"CAT_IMAGE","الفئة صورة"
"FORM_ID","ID شكل"
"ADD_CATEGORY","إضافة الفئة"
"MAX_SIZE","أكبر مقاس"
"PER_KILO","لكل تهمة كيلومتر"
"MIN_FARE","الحد الأدنى أجرة"
"CANC_CHARGE","رسوم على إلغاء الحجز"
"CAT_TYPE","الفئة نوع"
"SET_IMAGE","تعيين الفئة صورة"
"PER_MIN","في الدقائق المسؤول"
"ALL_CATEGORIES","جميع الفئات"
"CATEGORY_IMAGE","الفئة صورة"
"SEL_CATEGORY_IMAGE","اختيار الفئة صورة"
"ALL_PROMO","جميع الترقيات"
"PROMO_NAME","اسم الترويجي"
"SHORT_DISCR","وصف قصير"
"TYPE","اكتب"
"STARTING","بدءا من"
"ENDING","تنتهي في"
"EDIT_CATEGORY","تحرير الفئة"
"LAST_LOCATION","اخر موقع"
"STORE_VERSION","مخزن النسخة"
"AVG_CSTM_RAT","متوسط ​​الزبون التصويت"
"LAST_UPDATED_LOCATION_TIME","آخر تحديث الموقع وقت"
"FLEET_STATUS_COLOR","أسطول الحالة اللون"
"SUB_CAT_NAME","الفرعي اسم التصنيف"
"agents_can_VIEW_ONLY","وكيل عرض فقط"
"PERSONAL_ACCESS_TOKEN","الشخصية وصول رمز"
"TEXT_1","الوصول الشخصية وظيفة رمزية مثل اسم الجمع وكلمة المرور للمصادقة API. وثائق مشاهدة API لأكثر من ذلك."
"TEXT_2","وثائق API"
"TEXT_3","للمزيد من."
"API_TOKEN","V1 API الوصول رمز"
"REFER_API","يمكنك الرجوع إلى الوثائق V1 API"
"REFER_API_HERE","هنا ."
"API_DEPRECATED","سيتم إهمال هذه واجهات برمجة التطبيقات وتفقد الدعم بعد ال30 سبتمبر 2017"
"V2_API_KEYS","مفاتيح API V2"
"GENERATE_KEY","توليد مفتاح"
"NO_API","لا مفاتيح API"
"REFER_API_V2","يمكنك الرجوع إلى الوثائق V2 API"
"AUTHENTICATE_V2","وتستخدم مفاتيح لمصادقة جميع طلبات V2 API."
"HERE","هنا"
"MAX_KEYS","يمكنك إنشاء بحد أقصى 10 مفاتيح API."
"DASHBOARD_MODULES","لوحة أجهزة القياس و التطبيقات النقالة وحدات"
"CHOOSE_WORKFLOW","اختيار العمل الذي يناسب متطلبات عملك."
"PICKUP_&_DELIVERY_TEXT","إدارة بيك آب والتسليم في الطلب بكفاءة."
"APPOINTMENT_TEXT","إدارة الخدمات في المنزل والحفاظ على الزبائن سعداء."
"FIELD_WORKFORCE_TEXT","إدارة في الشارع فرق اكتساب العملاء جهد."
"BUSINESS_TEXT","الأعمال التي تستخدم هذا العمل ما يلي:"
"FOOD_DELIVERY","توصيل طلبات الطعام"
"COURIER_SERVICES","خدمات الشحن"
"LAUNDRY_SERVICES","خدمات الغسيل"
"GROCERY_DELIVERY","توصيل البقالة"
"ALCOHOL_DELIVERY","الكحول تسليم"
"MAKE_UP_ARTISTS","المكياج الفنانين"
"WEDDING_STYLISTS","المصممون الزفاف"
"HOUSE_REPAIR_SERVICES","إصلاح منزل الخدمات"
"MASSAGE_THERAPISTS","تدليك"
"AUTO_REPAIR_SERVICES","تصليح سيارات الخدمات"
"FIELD_MARKETING","التسويق الميداني"
"PRODUCT_DEMO","عرض المنتج"
"CUSTOMER_DEVELOPMENT","اكتساب العملاء / التنمية"
"TARGET_MARKETING","الهدف تسويق / مبيعات"
"MARKET_RESEARCH","أبحاث السوق / مسوح"
"TASK_ATTRIBUTES_TEXT","تخصيص لوحة أجهزة القياس عن طريق اختيار وحدات بناء على متطلبات الأعمال التجارية."
"ENABLE_AUTO_ASSIGNMENT","تمكين تعيين السيارات"
"BROADCAST_TO_AGENTS","بث لوكلاء"
"ONE_BY_ONE","واحدا تلو الآخر"
"ONE_BE_ONE_HELP_TEXT_1","طلب يذهب إلى واحد"
"ONE_BE_ONE_HELP_TEXT_2","(أقرب وجدت) لأول مرة وإذا كان توقيت تنفد أو إذا كان العامل ينخفض ​​المهمة، فإنه يذهب إلى ثاني أفضل خيار. يمكنك تعيين وقت انتهاء الصلاحية الموقت."
"REQUEST_EXPIRE","ينتهي الطلب في"
"SECONDS","ثانية"
"SEND_TO_ALL","إرسال للكل"
"SEND_TO_ALL_HELP_TEXT_1","يتم إرسال طلب إلى كل ما هو متاح"
"SEND_TO_ALL_HELP_TEXT_2","وكل من يقبل / يقر مهمة لأول مرة سوف تحصل عليه."
"START_RADIUS","بداية الشعاع"
"ENTER_START_RADIUS","أدخل بدء الشعاع"
"RADIUS_INC","دائرة نصف قطرها الاضافة"
"ENTER_RADIUS_INC","أدخل الشعاع الاضافة"
"MAXIMUM_RADIUS","أقصى نصف قطر"
"ENTER_MAX_RADIUS","أدخل الحد الأقصى لدائرة نصف قطرها"
"BATCH_PROCESSING_TIME","دفعة زمن"
"ENTER_BATCH_PROCESSING_TIME","إدخال دفعة تجهيز الوقت"
"REQ_TIME","طلب وقت"
"ENTER_REQ_TIME","أدخل طلب وقت"
"MAX_BATCH_SIZE","الحد الأقصى دفعة الحجم"
"ENTER_MAX_BATCH_SIZE","أدخل الحد الأقصى دفعة الحجم"
"BATCH_SIZE_INC","دفعة الحجم الاضافة"
"ENTER_BATCH_SIZE_INC","إدخال دفعة الحجم الاضافة"
"TASK_TIMER","الموقت مهمة"
"ENTER_TASK_TIMER","أدخل الموقت العمل"
"ATTEMPT_LIMIT","الحد محاولة"
"ENTER_ATTEMPT_LIMIT","أدخل محاولة الحد"
"CREATE_TEMPLATE","قالب"
"MOBILE_APP_MODULES","موبايل التطبيق وحدات"
"MOBILE_APP_MODULES_TEXT","تخصيص تطبيقات الجوال عن طريق اختيار الوحدات التي تحتاج إليها وعرض التغييرات مباشرة في نموذج بالحجم الطبيعي المحمول."
"ACKNOWLEDGEMENT_TYPE","شكر وتقدير نوع"
"ACKNOWLEDGE","اعترف"
"ACCEPT_OR_DECLINE","قبول / رفض"
"NONE","لا شيء"
"ACTION_BLOCK","كتلة العمل"
"ADD_NOTES","إضافة ملاحظات"
"ADD_IMAGES","إضافة الصور"
"ADD_SIGNATURE","إضافة التوقيع"
"APP_MILESTONES","معالم التطبيق"
"SHOW_ARRIVED_BUTTON","مشاهدة زر وصل"
"INTERACTION_LAYOUT","تخطيط التفاعل"
"SHOW_BUTTONS","مشاهدة أزرار"
"SHOW_SLIDERS","مشاهدة المتزلجون"
"ACTION_CONFIRMATION","تأكيد العمل"
"SHOW_CONFIRMATION_POPUPS","مشاهدة تأكيدا النوافذ المنبثقة"
"ADD_CUSTOM_TEMPLATE","إضافة قالب مخصص"
"EDIT_CUSTOM_FIELD","تحرير حقل مخصص"
"DUPLICATE_CUSTOM_FIELD","تكرار حقل مخصص"
"SUB_HEADING","اختيار نوع عملك وسوف Tookan التكيف وفقا لذلك. أيضا تكوين الخيارات التي ترغب في التفكير في التطبيق المحمول وكيل."
"BUSINESS_TYPE","نوع العمل"
"MOBILE_APP_SETUP","إعداد تطبيقات الجوال"
"MOBILE_APP_SETUP_TOOLTIP_2","تطبيقات الجوال. زيادة الأعمال مستطيل الحجم لتتناسب مع إعداد الجوال"
"ACKNOWLEDGE_TEXT_1","يمكن وكيل إما أن تعترف استلام المهام أو قبول / تنخفض مهمة وفقا لاختيارك أدناه"
"ACKNOWLEDGE_TEXT_2","أو قبول / الانخفاض ل"
"ACKNOWLEDGE_TEXT_3","وفقا لاختيارك أدناه."
"APP_MILESTONES_TEXT_1","تقليل عدد المراحل المطلوبة لاستكمال مراحل العمل الأساسية تشمل ابدأ، وصول، ناجحة."
"APP_MILESTONES_TEXT_2","وتشمل المعالم الأساسية ابدأ، وصول، ناجحة."
"HIDE_CANCEL_BUTTON","إخفاء زر إلغاء"
"HIDE_FAILED_BUTTON","إخفاء زر فشل"
"INTERACTION_LAYOUT_TEXT_1","الاختيار بين زر أو التمرير مدخلات لاستكمال"
"INTERACTION_LAYOUT_TEXT_2","معالم."
"ACTION_BLOCK_TEXT_1","وكيل ويمكن إضافة الملاحظات والصور والتوقيع خلال العمل."
"ADD_BARCODE","إضافة الباركود"
"AUTO_ASSIGNMENT_TEXT_1","تمكين هذا الخيار لتعيين تلقائيا المهام لAgent.You الخاص يمكن اختيار منطق المهمة التي تناسب احتياجات عملك أفضل."
"AUTO_ASSIGNMENT_TEXT_2","لديك"
"AUTO_ASSIGNMENT_TEXT_3","يمكنك تحديد منطق التعيين التي تناسب احتياجات عملك أفضل."
"ONE_BY_ONE_TEXT_1","إرسال إشعار طلب المهمة إلى وكيل الأقرب إلى موقع المهمة. إذا لا وكيل قبول المهمة في وقت انتهاء الصلاحية الطلب، يتم إرسال طلب مهمة إلى أقرب وكيل المقبل. إذا لم يكن هناك وسيط يقبل مهمة، إلا أنها تبقى غير مخصص."
"ONE_BY_ONE_TEXT_2","الأقرب إلى موقع المهمة. إذا كان"
"ONE_BY_ONE_TEXT_3","لا تقبل هذه المهمة ضمن وقت انتهاء الصلاحية الطلب، يتم إرسال طلب مهمة إلى أقرب المقبل"
"ONE_BY_ONE_TEXT_4","إذا لم يكن هناك"
"BATCH_WISE_TEXT_4","يقبل المهمة، فإنها لا تزال غير مخصص."
"ROUND_ROBIN_TEXT_1","وكيل داخل دائرة نصف قطرها محدد وقوة دائري المخصصة"
"ROUND_ROBIN_TEXT_2","المهام على أساس الحد مهمة الحد الأقصى المقرر في"
"NEAREST_TEXT_1","قوة يسند هذه المهمة إلى وكيل على أساس توافر والمسافة."
"NEAREST_TEXT_2","على أساس توافر والمسافة."
"to_OFF_DUTY","ASSIGN مهمة OFF-DUTY / LOGGED-OUT AGENT"
"DISTANCE_SETTINGS","إعدادات المسافة"
"BATCH_SETTINGS","إعدادات دفعة"
"NEAREST_AVAILABLE","أقرب متاح"
"ALLOWED","سمح"
"CHOOSE_WORKFLOW_BUSINESS","اختيار العمل الذي يناسب عملك"
"BUSINESS_INCLUDE","الأعمال التي تستخدم هذه تشمل: المأكولات تسليم، الخدمات البريدية، وتوصيل البقالة، مصبغة تسليم، تسليم الكحول"
"BUSINESS_INCLUDE_SERVICES","الأعمال التي تستخدم هذه تشمل: المكياج الفنانين والمصممون الزفاف، دار الخدمات إصلاح، تدليك، تصليح سيارات الخدمات"
"BUSINESS_INCLUDE_PRODUCTS","الأعمال التي تستخدم هذه تشمل: التسويق الميدان، وعرض المنتج، اكتساب العملاء / التنمية، والهدف التسويق / المبيعات، أبحاث السوق / مسوح"
"BUSINESS_INCLUDE_PICKUP","وتشمل الشركات التي تستخدم لاقط والشحن"
"BUSINESS_APPOINTMENT","وتشمل الشركات التي تستخدم تعيين"
"BUSINESS_USE_FIELD","وتشمل الشركات التي تستخدم القوى العاملة الميدان"
"CUSTOMIZE_TRACKING","تخصيص الوقت الحقيقي تتبع الروابط حسابك"
"DISABLE_RATING","تعطيل تصنيف العملاء"
"SELECT_METHOD","اختر طريقة لصناعة السيارات في تخصيص المهام"
"NUMBER_OF_RETRIES","عدد مرات إعادة المحاولة"
"RETRIES","المحاولة"
"TIME_SETTINGS","اعدادات الوقت"
"MANAGE_AT_HOME_SERVICES_AND_KEEP_YOUR_CUSTOMERS_HAPPY","إدارة الخدمات في الداخل والحفاظ على الزبائن سعداء."
"MANAGE_YOUR_ON_STREET_CUSTOMER_ACQUISITION_TEAMS_EFFORTLESSLY","إدارة حسابك على فرق اكتساب العملاء الشارع دون عناء"
"CREATE_YOUR_FIRST_TEAM","إنشاء فريق الأول"
"TEAMS_HELP_YOU_CLUB_A_GROUP_OF_AGENT_MEMBERS_BASED_ON_CITY_AREA_ETC","فرق تساعدك النادي مجموعة من أعضاء عامل على أساس منطقة المدينة الخ"
"CONTINUE","استمر"
"PLEASE_SELECT_WORKFLOW","الرجاء الإختيار سير العمل"
"CALL_THEM_DRIVERS_ARTISTS_SERVICE_PROVIDERS_AVENGERS?_NO_WORRIES_NAME_IT_WILL_CHANGE_EVERYWHERE_IN_YOUR_DASHBOARD","ندعو لهم السائقين والفنانين ومقدمي الخدمات، المنتقمون؟ لا تقلق أسم هنا وأنها سوف تغير في كل مكان في لوحة القيادة."
"FIELD_WORKFORCE","القوى العاملة الميدان"
"SEND_TO_ALL_TEXT_1","إرسال إشعار طلب المهمة إلى وكيل متاح في مهمة الوقت فتحة. يحصل تعيين المهمة إلى ""وكيل الذي يقبل طلب مهمة أولا. إذا لم يكن هناك وسيط يقبل مهمة، إلا أنها تبقى غير معين""."
"SEND_TO_ALL_TEXT_2","تتوفر في هذه المهمة الوقت فتحة. يحصل تعيين المهمة إلى """
"SEND_TO_ALL_TEXT_3","الذي يقبل طلب مهمة أولا. إذا لم يكن هناك"
"SEND_TO_ALL_TEXT_4","يقبل المهمة، فإنها لا تزال غير معين ""."
"BATCH_WISE_TEXT_1","يرسل طلب إخطار مهمة إلى وكيل على دفعات. يمكنك إنشاء دفعات على أساس المسافة والوقت وإعدادات حجم المجموعة. يحصل تعيين المهمة إلى وكيل الذي يقبل طلب مهمة أولا. إذا لم يكن هناك وسيط يقبل مهمة، إلا أنها تبقى غير مخصص."
"BATCH_WISE_TEXT_2","على دفعات. يمكنك إنشاء دفعات على أساس المسافة والوقت وإعدادات حجم المجموعة. يحصل تعيين المهمة إلى"
"BATCH_WISE_TEXT_3","الذي يقبل طلب مهمة أولا. إذا لم يكن هناك"
"BATCH_WISE","دفعة الحكيم"
"ROUND_ROBIN","جولة روبن"
"MAID_CLEANING","خادمة تنظيف"
"HOME_SERVICE","خدمة الوطن"
"MAX_RADIUS","أقصى نصف قطر"
"MAXIMUM","المهام الحد الأقصى المسموح به"
"TASK_RADIUS","نصف القطر"
"ONE_BY_ONE_TEXT_5","يقبل المهمة، فإنها لا تزال غير مخصص."
"CHOOSE_BUSINESS_TYPE","اختيار نوع عملك و"
"ADAPT_ACCORDINGLY","سوف تتكيف وفقا لذلك."
"CONFIGURE_OPTIONS_MSG","أيضا تكوين الخيارات التي ترغب في التفكير في التطبيق المحمول وكيل."
"AGENT_SIGNUP_SETUP","إعداد وكيل الاشتراك"
"AUTO_VERIFICATION","التأكيد السيارات"
"DASHBOARD_VIEW","لوحة عرض"
"MULTIPLE_DESTINATIOM_MSG","اختيار ما إذا كان لإظهار وجهات متعددة (بيك آب / قطرة العرضية / التعيينات) لمهمة واحدة في ضوء مهمة مجتمعة أو تظهر كما توقف الفردية."
"TASK_VIEW","مشاهدة مهمة"
"STOP_VIEW","توقف عرض"
"TASK_PANE_CUSTOMIZATION","جزء المهام التخصيص"
"CUSTOMISE_INFO_MSG","تخصيص المعلومات المعروضة في بلاط مهمة الفردية في عرض الخريطة."
"RESET_SETTINGS","اعادة الضبط"
