"key","value"
"NEXT_BILLING_DATE","Ngày thanh toán tiếp theo"
"CREDIT_CARD_DETAILS","Chi tiết thẻ tín dụng"
"ADD_CARD","Thêm thẻ"
"CHANGE_CARD","thay đổi thẻ"
"PAYMENT_HISTORY","Lịch sử thanh toán"
"RECEIPT_NUMEBR","Số nhận"
"AMOUNT","Số tiền"
"BILLING_MONTH","Tháng Thanh toán"
"TRAIL_PERIOD_EXPIRE","thời gian dùng thử hết hạn vào ngày"
"PLAN","Kế hoạch"
"EXPIRY_DATE","Hạn sử dụng"
"CREDITS","Tín dụng"
"CARD_DETAILS","Chi tiết thẻ"
"UPGRADE_PLAN","Xin vui lòng chờ đến ngày 1 của tháng tiếp theo hoặc nâng cấp kế hoạch của bạn để tiếp tục sử dụng các ứng dụng."
"CURRENT_TOTAL","kinh doanh hiện tại của bạn liên quan đến tổng cộng"
"CURRENT_TOTAL_AND","và"
"CHOOSE_PLAN","Chọn Plan"
"PAYABLE_MONTHLY","phải nộp hàng tháng"
"BASED","Dựa trên"
"SHORT_BUSINESSES","Thích hợp cho các doanh nghiệp với nhiệm vụ thời gian ngắn"
"DEALING_LARGE","Thuận lợi khi giao dịch với hồ bơi rất lớn của Nhiệm vụ chống lại lực lượng lao động đếm được."
"AGAINST_WORKFORCE","chống lại lực lượng lao động đếm được."
"UNLIMITED","Vô hạn"
"BUSINESSES_INVOLVING","Thích hợp cho các doanh nghiệp liên quan đến nhiệm vụ với nhiều ngày làm việc thời gian hoàn thành."
"MULTIPLE_DAYS","với nhiều ngày làm việc thời gian hoàn thành."
"PAY_JUST","Trả chỉ cho"
"UNDERTAKEN","thực hiện"
"NO_RESTRICTION","Không hạn chế về lực lượng lao động"
"FREE_FOREVER","Miễn phí mãi mãi"
"ALLOW_USAGE","Cho phép sử dụng chỉ có 3 đại lý"
"UPTO_300","Tối đa 300 Nhiệm vụ mỗi tháng"
"PER_MONTH","mỗi tháng"
"NO_BILLS","Không có hóa đơn mãi mãi"
"PAY_PER_AGENTS","TRẢ CHO MỖI Agent"
"CARD_NUMBER","Số thẻ"
"SKIP","nhảy"
"CANCEL","hủy bỏ"
"NO_CARD","Không có thẻ tín dụng nào được bổ sung"
"CHOOSE_RIGHT_PLAN","Lựa chọn phương án phù hợp với bạn"
"MONTH","tháng"
"ALLOW_USAGE_ONLY","Cho phép sử dụng chỉ"
"ADDIIONAL_STOP_SAME_TASK","Dừng bổ sung trong cùng một nhiệm vụ"
"BULK_TASK","nhiệm vụ số lượng lớn"
"TASK_EMI","nhiệm vụ EMI"
"TASK_BASED","Căn cứ nhiệm vụ"
"CURRENT_PLAN","Kế hoạch hiện tại"
"DELETE_ACCOUNT","Xóa tài khoản"
"TOTAL_PENDING_PAYMENT","Tổng thanh toán cấp phát là"
"INVOICE","Hóa đơn"
"UPTO","Lên đến"
"MMYY","mm / yyyy"
"CVV","CVV"
"TASKPER_MOTH","Nhiệm vụ mỗi tháng"
"UNLIMITED_TASK","Nhiệm vụ không giới hạn mỗi Agent"
"PAY_PER_TASK","Pay Per công tác"
"agnet_based_plan","Kế hoạch Agent Dựa"
"agnet_emi","Agent EMI"
"bulk_agent","Agent Bulk"
"task_plural","nhiệm vụ"
"agent_plural","đại lý"
"agent_plural1","đại lý"
"you_can_add_only_3","Bạn chỉ có thể chọn 3 trình điều khiển trong kế hoạch này"
"TEAMS","Đội"
"MANAGERS","Cán bộ quản lý"
"ADD_MANAGER","Thêm quản lý"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","Cho phép truy cập vào các nhiệm vụ không được gán"
"ASSIGN_TEAMS","Gán Team (s)"
"EDIT_MANAGER","Sửa quản lý"
"DELETE_MANAGER","xóa quản lý"
"PASSWORD","Mật khẩu"
"ALLOW_CREATE_TASK","Cho phép Create Task"
"ALLOW_EDIT_TASK","Cho phép Chỉnh sửa công việc"
"FIRST_NAME","Tên đầu tiên"
"USERNAME","Tên đăng nhập"
"ACTIONS","Hoạt động"
"MANAGER_HEADING","Thêm người quản lý để tạo và chỉnh sửa các Nhiệm vụ và gán chúng cho các đại lý trong nhóm của mình. Gán nhiều nhóm đến quản lý và cung cấp cho phép thêm các đại lý hoặc cho phép truy cập vào Nhiệm vụ unassigned."
"OPTIONAL","Không bắt buộc"
"MANAGER_HEADING_1","Nhiều đội có thể được giao cho các nhà quản lý và họ trong vòng có thể quản lý công việc unassigned, thêm trình điều khiển và giao cho nhiệm vụ, vv"
"MANAGER_HEADING_2","trong nhóm của mình. Gán nhiều nhóm đến quản lý và cung cấp quyền truy cập để thêm"
"MANAGER_HEADING_3","hoặc cho phép truy cập vào Nhiệm vụ unassigned."
"ALLOW_ADD_AGENTS Agent","Cho phép thêm Agent"
"CUSTOMERS","khách hàng"
"EXPORT_CUSTOMERS","KHÁCH HÀNG XUẤT KHẨU"
"ADD_CUSTOMER_VIA_CSV","Thêm khách hàng thông qua tải lên CSV"
"EDIT_CUSTOMER","chỉnh sửa khách hàng"
"CUSTOMER_EMAIL","Email của khách hàng"
"CUSTOMER_ADDRESS","Địa chỉ của khách hàng"
"DELETE_CUSTOMER","Bạn có chắc chắn muốn xóa khách hàng này?"
"CLICK_TO_SHOW","Nhấn vào đây để hiển thị nhiều"
"NO_RESULTS","Không có kết quả để hiển thị"
"ENTER_LOCATION","Vui lòng nhập một địa điểm hợp lệ."
"SEARCH_PLACEHOLDER","Tìm kiếm công việc theo địa chỉ"
"NEW_TASKS","Nhiệm vụ mới"
"PICKUP_ADD","Pick up địa chỉ được yêu cầu"
"T_GREATER_CT","Thời gian phải lớn hơn thời điểm hiện tại."
"TAB","Chuyển hướng"
"DEL_ADDRESS","địa chỉ giao hàng là cần thiết"
"DT_GREATER_PT","Thời gian giao hàng phải lớn hơn thời gian Pick-up."
"ET_GREATER_ST","thời gian kết thúc phải lớn hơn thời gian bắt đầu."
"EDIT_STOP","Sửa Dừng"
"DELETE_CUSTOMER_?","Xóa khách hàng?"
"NOT_AVAILABLE","Không có sẵn"
"AVG_RATING","trung bình Đánh giá"
"ENTER_LOC","Nhập địa điểm"
"RATINGS_REVIEW","Đánh giá và nhận xét"
"BILLING","Thanh toán"
"ADD_ONS","Thương trường"
"API_KEY","MÃ API"
"PROMO","Mã khuyến mại"
"ADD_PROMO","Thêm chương trình khuyến mãi"
"AUTO_ASSIGNMENT","Tự động gán Bật"
"VENDORS","Portals"
"VENDORS_SETTING","Portals"
"VENDORS_LIST","người dùng Portal"
"WORKFLOW","Quy trình làm việc"
"BUSINESS","Loại hình kinh doanh"
"NOTIFICATIONS","thông báo"
"GEOFENCE","Geofence"
"PROFILE","Hồ sơ"
"BUSINESS_APP","App kinh doanh"
"CUSTOM_APPS","ứng dụng tùy chỉnh"
"CATEGORY","thể loại"
"PARENT_CATEGORY","Gia phả"
"SUBCATEGORY","Sub Thể loại"
"AGENT_SCHEDULE","Agent Schedule"
"CUSTOMER_NOTIFICATIONS","thông báo"
"TRIGGERS","Gây nên"
"WEBHOOK","Webhook"
"SMS","Tài khoản SMS của bạn"
"PICKUP_NOTIFICATIONS","Thông báo Pickup"
"DELIVERY_NOTIFICATIONS","Thông báo giao hàng"
"INSERT_TAG","Chèn Tag"
"SUBJECT","Môn học"
"PREVIEW","Xem trước"
"MESSAGE","Thông điệp"
"NOTIFICATION_TEXT","Gửi tin nhắn SMS tùy chỉnh, email và webhooks dựa trên từng kích hoạt và tùy chỉnh nội dung bằng cách nhấp vào biểu tượng bút chì."
"ENABLE_NOTIFICATION","Bạn có chắc chắn muốn kích hoạt thông báo này?"
"DISABLE_NOTIFICATION","Bạn có chắc chắn muốn vô hiệu hóa thông báo này?"
"RATE_YOUR_FEEDBACK","Đánh giá phản hồi của bạn"
"SELECT_WORKFLOW","Chọn Workflow"
"CHOOSE_THE_WORKFLOW_THAT_BEST_COMPLIMENTS_YOUR_BUISNESS","Chọn công việc mà khen tốt nhất doanh nghiệp của bạn."
"PICKUP_&_DELIVERY","Pick-up & giao hàng"
"MANAGE_ON_DEMAND_PICKUPS_AND_DELIVERIES_EFFICIENTLY","Quản lý trên pickups nhu cầu và giao hàng một cách hiệu quả"
"BUISNESS_THAT_USE_THIS_WORKFLOW_INCLUDE","Kinh doanh có sử dụng công việc này bao gồm"
"SMS_WEB","SMS và Webhooks"
"APPOINTMENT","Cuộc hẹn"
"UPDATE","cập nhật"
"EMAIL_ATTACHMENT","Gửi email đính kèm"
"APPLICATION_JSON","application / json"
"APPLICATION_URLENCODED","application / x-www-form-urlencoded"
"TAG","nhãn"
"REQUEST_RECEIVED","Yêu cầu đã được nhận"
"AGENT_STARTED","Agent Bắt đầu"
"AGENT_ARRIVED","Agent Đến"
"SUCCESSFUL","thành công"
"TASK_UPDATE","nhiệm vụ cập nhật"
"REQUEST_ACCEPTED","Yêu cầu được chấp nhận"
"CREATE_TEAM","tạo nhóm"
"EDIT_TEAM","Sửa Đội"
"HELP_TEXT_BATTERY_HEADING","Đặt Vị trí chính xác cho Agent ứng dụng"
"TEAM_MEMBERS","Thành viên của nhóm"
"PLEASE_SELECT","Vui lòng chọn"
"LOW","thấp"
"MEDIUM","Trung bình"
"HIGH","Cao"
"HELP_TEXT_BATTERY_SUB_HEADING","(Đối với Pin Optimization)"
"HELP_TEXT_HIGH_DESC","(3 Giây Location Refresh Rate + 30 Giây chủ Hit) (GPS + Network Location)"
"HELP_TEXT_MEDIUM_DESC","(30 Giây Location Refresh Rate + 30 Giây chủ Hit) (GPS + Network Location)"
"HELP_TEXT_LOW_DESC","(60 Giây Location Refresh Rate + 60 Giây chủ Hit) (Network Location Chỉ)"
"HELP_TEXT_TAGS","Xin vui lòng chèn dấu phẩy giá trị tách biệt. Những thẻ này sẽ được sử dụng để phân loại nhóm của bạn."
"ORGANIZE","tổ chức của bạn"
"BASED_ON","trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và các yếu tố khác."
"AND","và"
"ASSIGNED_ATLEAST","nên được gán cho ít nhất một đội bóng."
"ID","ID"
"NO_TRACKING","không theo dõi"
"DELETE_TEXT","Xóa hoặc chuyển của bạn"
"DELETE_TEXT_2","để đội khác. Để xóa một nhóm."
"CREATE_A_TEAM","Tạo một đội ngũ tài xế, trong tab đội."
"ENTER_NAME","Nhập Đội Tên"
"SET_LOCATION","Đặt Vị trí chính xác cho"
"HELP_TEXT_NO_TRACKING_DESC","Vị trí chỉ theo dõi những thay đổi trạng thái công việc và khi nhân viên mở ứng dụng"
"SET_LOCATION_FOR_APP","Đặt Vị trí chính xác cho điều khiển App."
"ORGANIZE_TEXT","Tổ chức điều khiển của bạn trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và các yếu tố khác. Nhà quản lý trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và các yếu tố khác. Lái xe nên được gán cho ít nhất một đội bóng."
"TAGS","TAGS"
"DELETE_TEAM","xóa nhóm"
"ORGANIZE_TEXT_1","Tổ chức Đại lý trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và các yếu tố khác. Nhà quản lý trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và factors.Agent khác nên được gán cho ít nhất một đội bóng."
"ORGANIZE_TEXT_2","trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và các yếu tố khác. Nhà quản lý trong nhóm dựa trên vị trí địa lý, khu trong một thành phố, loại xe và các yếu tố khác."
"ORGANIZE_TEXT_3","nên được gán cho ít nhất một đội bóng."
"ADD","Thêm vào"
"IMPORT","Đại lý nhập khẩu"
"DEVICE_VERSION","Trang thiết bị"
"IN_TRANSIT","trong Transit"
"FIRST_LOGIN_REQUIRED","Yêu cầu đăng nhập đầu tiên"
"BLOCKED","Bị chặn"
"BLOCK_MSG","Bạn có chắc chắn bạn muốn chặn nhà cung cấp này"
"UNBLOCK_MSG","Bạn có chắc chắn bạn muốn mở khóa Agent này"
"ASSIGN_TEAM","Gán Team"
"TRANSPORT_TYPE","Loại Giao thông vận tải"
"TRANSPORT_DESC","Giao thông vận tải Mô tả (Năm, Model)"
"LIC_PLATE","Biển số"
"COLOR","Màu"
"TAGS_HELP_TEXT","Xin vui lòng chèn dấu phẩy giá trị tách biệt. Những thẻ này sẽ được sử dụng để phân loại của bạn"
"IMPORT_LINK_TEXT","để tải về tập tin CSV mẫu với các giá trị mẫu cho thêm mới"
"SCHEDULE_TO","Biểu Quyền để"
"CANT_ACCESS","Đại lý không thể truy cập"
"VIEW_AND_EDIT","Có thể Xem & Sửa đổi"
"DRIVERS","Trình điều khiển"
"ADD_DRIVERS","Thêm trình điều khiển và gán họ vào một nhóm"
"CSV_HEADER","tiêu đề CSV"
"TEAM_ID","ID"
"MANDATORY_CONDITION","Bắt buộc (tên người dùng đăng nhập mà sẽ được sử dụng bởi các đại lý để đăng nhập vào ứng dụng)"
"MANDATORY_TEAM_ID","Bắt buộc (Input Đội số ID mà bạn có thể nhận được từ trang của nhóm nghiên cứu)"
"OPTIONAL_CONDITION","Tùy chọn (sẽ được autogenerated nếu bạn để nó trống)"
"TRANSPORT_TYPE_5","Loại Giao thông vận tải (0-5)"
"OPTIONAL_NUMERIC","Tùy chọn (Nhập số loại Giao thông vận tải cho bạn"
"AVAILABLE_TRANSPORT_TYPES","Loại Giao thông vận tải có sẵn"
"CAR","Xe: 0"
"MOTORCYCLE","Động cơ Chu kỳ: 1"
"BICYCLE","Xe đạp: 2"
"SCOOTER","Scooter: 3"
"FOOT","Foot: 4"
"TRUCK","Xe tải: 5"
"TRANSPORT_DESCRIPTION","Giao thông vận tải Mô tả"
"LICENSE","Giấy phép"
"DOWNLOAD_CSV","Tải dữ liệu nhiệm vụ của bạn trong một tập tin CSV"
"EMAIL_ADDRESS","Địa chỉ email"
"PHONE_NUMBER","Số điện thoại"
"USER_NAME","Tên đăng nhập"
"PROCEED_TO_DASHBOARD","Tiến hành vào bảng điều khiển"
"PLEASE_SELECT_ATLEAST_ONE_VALUE","Hãy chọn tối thiểu một giá trị gia tăng"
"MEMBERS_RECEIVE_AN_EMAIL/SMS_TO_DOWNLOAD_THE_MOBILE_APP","Thành viên nhận được một email / sms để tải về các ứng dụng di động."
"THE","Các"
"ADD_YOURSELF_AS","Thêm bản thân như"
"YOU_ADDED","bạn thêm"
"FILTERS","Bộ lọc"
"EDIT","Chỉnh sửa"
"DEVICE_TYPE","Loại thiết bị"
"AGENTS_ID","ID"
"IDLE","không hoạt động"
"OFFLINE","ẩn"
"NEED_SIGNUP_VERIFICATION","Cần đăng ký xác nhận"
"UPDATE_AGENT","Update Agent"
"FIELDS_SUBMITTED","Fields nộp trong đăng ký"
"REASON_FOR_RESUBMISSION","Lý do nộp lại"
"REMAINING","còn lại"
"UPDATE_STATUS","Cập nhật trạng thái"
"SELECT_AN_OFFERING","Chọn một cung cấp"
"GENERAL","Chung"
"CATEGORY_NAME","tên danh mục"
"CAT_IMAGE","Thể loại ảnh"
"FORM_ID","Mẫu ID"
"ADD_CATEGORY","Thêm danh mục"
"MAX_SIZE","Kích thước tối đa"
"PER_KILO","Mỗi Kilometre Phí"
"MIN_FARE","Giá vé tối thiểu"
"CANC_CHARGE","Phí hủy"
"CAT_TYPE","Thể loại Loại"
"SET_IMAGE","Set Thể loại ảnh"
"PER_MIN","Per Minute Phí"
"ALL_CATEGORIES","Tất cả danh mục"
"CATEGORY_IMAGE","Thể loại ảnh"
"SEL_CATEGORY_IMAGE","Chọn loại hình ảnh"
"ALL_PROMO","Tất cả các chương trình khuyến mãi"
"PROMO_NAME","Tên Promo"
"SHORT_DISCR","Mô tả ngắn"
"TYPE","Kiểu"
"STARTING","Bắt đầu từ"
"ENDING","Kết thúc On"
"EDIT_CATEGORY","Sửa Thể loại"
"LAST_LOCATION","Vị trí cuối cùng"
"STORE_VERSION","cửa hàng Version"
"AVG_CSTM_RAT","Avg cust Đánh giá"
"LAST_UPDATED_LOCATION_TIME","Lần cập nhật cuối Location Time"
"FLEET_STATUS_COLOR","Màu Tình trạng Hạm đội"
"SUB_CAT_NAME","Sub Category Name"
"agents_can_VIEW_ONLY","Agent Xem Chỉ"
"PERSONAL_ACCESS_TOKEN","Cá nhân truy cập token"
"TEXT_1","truy cập cá nhân chức năng thẻ giống như một tên kết hợp và mật khẩu để xác API. tài liệu Xem API để biết thêm."
"TEXT_2","tài liệu API"
"TEXT_3","để biết thêm."
"API_TOKEN","V1 Truy Cập API Mã"
"REFER_API","Bạn có thể tham khảo tài liệu v1 API"
"REFER_API_HERE","đây ."
"API_DEPRECATED","Các API này sẽ được chấp nhận và mất sự ủng hộ sau 30 tháng 9 năm 2017"
"V2_API_KEYS","KEYS V2 API"
"GENERATE_KEY","Tạo khóa"
"NO_API","Không có phím API"
"REFER_API_V2","Bạn có thể tham khảo tài liệu v2 API"
"AUTHENTICATE_V2","Phím được sử dụng để xác thực tất cả các yêu cầu v2 API."
"HERE","đây"
"MAX_KEYS","Bạn có thể tạo tối đa 10 phím API."
"DASHBOARD_MODULES","Bảng điều khiển và Mobile App Modules"
"CHOOSE_WORKFLOW","Chọn công việc phù hợp nhất yêu cầu kinh doanh của bạn."
"PICKUP_&_DELIVERY_TEXT","Quản lý xe bán tải và giao hàng theo yêu cầu một cách hiệu quả."
"APPOINTMENT_TEXT","Quản lý dịch vụ tại nhà và giữ khách hàng của bạn hạnh phúc."
"FIELD_WORKFORCE_TEXT","Quản lý trên đường đội mua lại khách hàng của bạn dễ dàng."
"BUSINESS_TEXT","Kinh doanh có sử dụng công việc này bao gồm:"
"FOOD_DELIVERY","Giao đồ ăn"
"COURIER_SERVICES","Dịch vụ chuyển phát nhanh"
"LAUNDRY_SERVICES","Dịch vụ giặt ủi"
"GROCERY_DELIVERY","Cửa hàng tạp hóa giao hàng"
"ALCOHOL_DELIVERY","rượu giao hàng"
"MAKE_UP_ARTISTS","Make Up Artists"
"WEDDING_STYLISTS","Stylists cưới"
"HOUSE_REPAIR_SERVICES","Dịch vụ sửa chữa nhà"
"MASSAGE_THERAPISTS","massage trị liệu"
"AUTO_REPAIR_SERVICES","Dịch vụ tự động sửa chữa"
"FIELD_MARKETING","thị trường"
"PRODUCT_DEMO","Demo sản phẩm"
"CUSTOMER_DEVELOPMENT","Mua hàng / Phát triển"
"TARGET_MARKETING","Mục tiêu Tiếp thị / Bán hàng"
"MARKET_RESEARCH","Nghiên cứu thị trường / Khảo sát"
"TASK_ATTRIBUTES_TEXT","Tùy chỉnh các bảng điều khiển bằng cách chọn các mô-đun dựa trên yêu cầu kinh doanh của bạn."
"ENABLE_AUTO_ASSIGNMENT","Kích hoạt tính năng tự động chuyển nhượng"
"BROADCAST_TO_AGENTS","Phát sóng Để Đại lý"
"ONE_BY_ONE","Từng cái một"
"ONE_BE_ONE_HELP_TEXT_1","Yêu cầu đi vào một"
"ONE_BE_ONE_HELP_TEXT_2","(& Gần nhất có sẵn) đầu tiên và nếu hết giờ hoặc nếu các đại lý từ chối nhiệm vụ, nó đi đến lựa chọn tốt nhất thứ hai. Bạn có thể thiết lập bộ đếm thời gian thời gian hết hạn."
"REQUEST_EXPIRE","Yêu cầu Hết hạn trong"
"SECONDS","giây"
"SEND_TO_ALL","Gửi đến Tất cả"
"SEND_TO_ALL_HELP_TEXT_1","Yêu cầu được gửi đến tất cả các sẵn"
"SEND_TO_ALL_HELP_TEXT_2","và bất cứ ai chấp nhận / thừa nhận nhiệm vụ đầu tiên sẽ nhận được nó."
"START_RADIUS","Bắt đầu Radius"
"ENTER_START_RADIUS","Nhập Bắt đầu Radius"
"RADIUS_INC","Bán kính Tăng"
"ENTER_RADIUS_INC","Nhập Radius Tăng"
"MAXIMUM_RADIUS","Tối đa Radius"
"ENTER_MAX_RADIUS","Nhập tối đa Radius"
"BATCH_PROCESSING_TIME","Thời gian xử lý hàng loạt"
"ENTER_BATCH_PROCESSING_TIME","Nhập hàng loạt Thời gian xử lý"
"REQ_TIME","Thời gian yêu cầu"
"ENTER_REQ_TIME","Nhập Thời gian yêu cầu"
"MAX_BATCH_SIZE","Kích thước tối đa hàng loạt"
"ENTER_MAX_BATCH_SIZE","Nhập Kích thước tối đa hàng loạt"
"BATCH_SIZE_INC","Hàng loạt Kích Tăng"
"ENTER_BATCH_SIZE_INC","Nhập hàng loạt Kích Tăng"
"TASK_TIMER","nhiệm vụ hẹn giờ"
"ENTER_TASK_TIMER","Nhập Nhiệm vụ hẹn giờ"
"ATTEMPT_LIMIT","Giới hạn Attempt"
"ENTER_ATTEMPT_LIMIT","Nhập Cố Giới hạn"
"CREATE_TEMPLATE","tạo Mẫu"
"MOBILE_APP_MODULES","Mobile App Modules"
"MOBILE_APP_MODULES_TEXT","Tùy chỉnh các ứng dụng điện thoại di động bằng cách chọn các module bạn cần và xem các thay đổi sống trong mockup di động."
"ACKNOWLEDGEMENT_TYPE","Loại Lời cảm ơn"
"ACKNOWLEDGE","Công nhận"
"ACCEPT_OR_DECLINE","Chấp nhận / Từ chối"
"NONE","không ai"
"ACTION_BLOCK","hành động Khối"
"ADD_NOTES","Ghi chú"
"ADD_IMAGES","Thêm hình ảnh"
"ADD_SIGNATURE","Thêm Chữ ký"
"APP_MILESTONES","Lịch sử phát triển ứng dụng"
"SHOW_ARRIVED_BUTTON","Hiện Nút Đến"
"INTERACTION_LAYOUT","Giao diện tương tác"
"SHOW_BUTTONS","Hiện Buttons"
"SHOW_SLIDERS","Hiện Sliders"
"ACTION_CONFIRMATION","Chứng nhận hành động"
"SHOW_CONFIRMATION_POPUPS","Hiện xác nhận cửa sổ pop-up"
"ADD_CUSTOM_TEMPLATE","Thêm Mẫu Tùy chỉnh"
"EDIT_CUSTOM_FIELD","Sửa Dòng Tuỳ chỉnh"
"DUPLICATE_CUSTOM_FIELD","Duplicate trường tùy chỉnh"
"SUB_HEADING","Chọn loại hình kinh doanh của bạn và Tookan sẽ thích ứng cho phù hợp. Ngoài ra cấu hình các tùy chọn bạn muốn phản ánh trên các ứng dụng di động đại lý."
"BUSINESS_TYPE","Loại hình kinh doanh"
"MOBILE_APP_SETUP","Cài đặt ứng dụng di động"
"MOBILE_APP_SETUP_TOOLTIP_2","ứng dụng di động. Tăng kinh doanh Hình chữ nhật Kích thước để phù hợp với thiết lập Mobile"
"ACKNOWLEDGE_TEXT_1","Agent có thể hoặc là thừa nhận việc tiếp nhận công tác hoặc chấp nhận / từ chối nhiệm vụ dựa trên lựa chọn của bạn dưới đây"
"ACKNOWLEDGE_TEXT_2","hoặc chấp nhận / từ chối"
"ACKNOWLEDGE_TEXT_3","dựa trên lựa chọn của bạn dưới đây."
"APP_MILESTONES_TEXT_1","Giảm số lượng các mốc thời gian cần thiết để hoàn thành một sự kiện quan trọng công tác cơ bản bao gồm Start, Arrive, thành công."
"APP_MILESTONES_TEXT_2","sự kiện quan trọng cơ bản bao gồm Start, Đến nơi, thành công."
"HIDE_CANCEL_BUTTON","Ẩn Hủy bỏ nút"
"HIDE_FAILED_BUTTON","Ẩn Nút Không"
"INTERACTION_LAYOUT_TEXT_1","Lựa chọn giữa các nút hoặc thanh trượt đầu vào để hoàn thành"
"INTERACTION_LAYOUT_TEXT_2","sự kiện quan trọng."
"ACTION_BLOCK_TEXT_1","Agent có thể thêm ghi chú, hình ảnh & chữ ký trong một nhiệm vụ."
"ADD_BARCODE","Thêm mã vạch"
"AUTO_ASSIGNMENT_TEXT_1","Kích hoạt tính năng tùy chọn này để tự động gán Nhiệm vụ để Agent.You bạn có thể chọn logic phân công phù hợp nhất với nhu cầu kinh doanh của bạn."
"AUTO_ASSIGNMENT_TEXT_2","cho bạn"
"AUTO_ASSIGNMENT_TEXT_3","Bạn có thể chọn logic phân công phù hợp nhất với nhu cầu kinh doanh của bạn."
"ONE_BY_ONE_TEXT_1","Gửi thông báo yêu cầu nhiệm vụ để các đại lý gần nhất với vị trí công việc. Nếu các đại lý không chấp nhận nhiệm vụ trong phạm vi được yêu cầu thời gian hết hạn, yêu cầu nhiệm vụ được gửi đến các đại lý gần nhất bên cạnh. Nếu không có chất độc chấp nhận nhiệm vụ, nó vẫn chưa được cấp."
"ONE_BY_ONE_TEXT_2","gần nhất với vị trí công việc. Nếu"
"ONE_BY_ONE_TEXT_3","không chấp nhận các nhiệm vụ trong yêu cầu thời gian hết hạn, yêu cầu nhiệm vụ được gửi đến khu vực gần tiếp theo"
"ONE_BY_ONE_TEXT_4","Nếu không"
"BATCH_WISE_TEXT_4","chấp nhận nhiệm vụ, nó vẫn chưa được cấp."
"ROUND_ROBIN_TEXT_1","Agent trong một bán kính xác định được lực tròn giao"
"ROUND_ROBIN_TEXT_2","nhiệm vụ dựa trên giới hạn nhiệm vụ tối đa thiết lập cho mỗi"
"NEAREST_TEXT_1","Lực lượng giao nhiệm vụ cho một Agent dựa vào khả năng và khoảng cách."
"NEAREST_TEXT_2","dựa trên khả năng và khoảng cách."
"to_OFF_DUTY","Gán TASK ĐỂ TẮT VỤ / đăng xuất AGENT"
"DISTANCE_SETTINGS","Cài đặt khoảng cách"
"BATCH_SETTINGS","Cài đặt hàng loạt"
"NEAREST_AVAILABLE","gần sẵn"
"ALLOWED","Được phép"
"CHOOSE_WORKFLOW_BUSINESS","Chọn công việc thích hợp nhất với doanh nghiệp của bạn"
"BUSINESS_INCLUDE","Kinh doanh có sử dụng này bao gồm: Thực phẩm giao hàng, Dịch vụ Chuyển phát nhanh, Cửa hàng tạp hóa Delivery, Giặt Delivery, Rượu Delivery"
"BUSINESS_INCLUDE_SERVICES","Kinh doanh có sử dụng này bao gồm: Make Up Artists, Stylists cưới, Nhà dịch vụ sửa chữa, massage trị liệu, Auto Repair Dịch vụ"
"BUSINESS_INCLUDE_PRODUCTS","Kinh doanh có sử dụng này bao gồm: Field Marketing, Demo sản phẩm, Mua hàng / Phát triển, Target Tiếp thị / Bán hàng, nghiên cứu thị trường / Khảo sát"
"BUSINESS_INCLUDE_PICKUP","Các doanh nghiệp sử dụng Pickup & Phân phối bao gồm"
"BUSINESS_APPOINTMENT","Các doanh nghiệp sử dụng Bổ nhiệm bao gồm"
"BUSINESS_USE_FIELD","Các doanh nghiệp sử dụng Field lực lượng lao động bao gồm"
"CUSTOMIZE_TRACKING","Tùy chỉnh liên kết theo dõi thời gian thực của tài khoản của bạn"
"DISABLE_RATING","Disable Đánh giá khách hàng"
"SELECT_METHOD","Chọn một phương pháp để tự động phân bổ nhiệm vụ"
"NUMBER_OF_RETRIES","Số Retry"
"RETRIES","lần thử lại"
"TIME_SETTINGS","Thời gian Cài đặt"
"MANAGE_AT_HOME_SERVICES_AND_KEEP_YOUR_CUSTOMERS_HAPPY","Quản lý tại các dịch vụ về nhà và giữ khách hàng của bạn hạnh phúc."
"MANAGE_YOUR_ON_STREET_CUSTOMER_ACQUISITION_TEAMS_EFFORTLESSLY","Quản lý của bạn trên đường đội mua lại khách hàng dễ dàng"
"CREATE_YOUR_FIRST_TEAM","Tạo nhóm đầu tiên bạn"
"TEAMS_HELP_YOU_CLUB_A_GROUP_OF_AGENT_MEMBERS_BASED_ON_CITY_AREA_ETC","Đội giúp bạn câu lạc bộ một nhóm các thành viên đại lý dựa trên khu vực thành phố vv"
"CONTINUE","Tiếp tục"
"PLEASE_SELECT_WORKFLOW","Vui lòng chọn Workflow"
"CALL_THEM_DRIVERS_ARTISTS_SERVICE_PROVIDERS_AVENGERS?_NO_WORRIES_NAME_IT_WILL_CHANGE_EVERYWHERE_IN_YOUR_DASHBOARD","Gọi cho họ điều khiển, Nghệ sĩ, cung cấp dịch vụ, Avengers? Không phải lo lắng đặt tên cho nó ở đây và nó sẽ thay đổi ở khắp mọi nơi trong bảng điều khiển."
"FIELD_WORKFORCE","lĩnh vực lực lượng lao động"
