"key","value"
"MANAGER_HEADING","Managers te maken en de Taken bewerken en deze toewijzen aan agenten in hun teams toe te voegen. Wijs meerdere teams aan de Managers en machtigingen aan agenten toe te voegen of toegang te verlenen tot niet-toegewezen taken te geven."
"OPTIONAL","facultatief"
"MANAGER_HEADING_1","Meerdere teams kunnen worden toegewezen aan managers en ze in-turn kan toegewezen taken te beheren, drivers toe te voegen en deze toewijzen aan taken etc."
"MANAGER_HEADING_2","in hun teams. Wijs meerdere teams aan de Managers en machtigingen toe te voegen geven"
"MANAGER_HEADING_3","of toegang te verlenen tot niet-toegewezen taken."
"ALLOW_ADD_AGENTS Agent","Toestaan ​​toevoegen Agent"
"CUSTOMERS","Klanten"
"EXPORT_CUSTOMERS","exportklanten"
"ADD_CUSTOMER_VIA_CSV","Klant toevoegen via CSV upload"
"EDIT_CUSTOMER","bewerken Customer"
"CUSTOMER_EMAIL","Klanten email"
"CUSTOMER_ADDRESS","Klant adres"
"DELETE_CUSTOMER","Bent u zeker dat u deze klant wilt verwijderen?"
"CLICK_TO_SHOW","Klik hier voor meer tonen"
"NO_RESULTS","Er zijn geen resultaten om weer te geven"
"ENTER_LOCATION","Geef een geldige locatie."
"SEARCH_PLACEHOLDER","Zoektaken op adres"
"NEW_TASKS","nieuwe taken"
"PICKUP_ADD","Pick-up-mailadres is verplicht"
"T_GREATER_CT","De tijd moet groter zijn dan de huidige tijd."
"TAB","tab"
"DEL_ADDRESS","Levering-mailadres is verplicht"
"DT_GREATER_PT","Levertijd moet groter zijn dan Pick-up tijd."
"ET_GREATER_ST","Eindtijd moet groter zijn dan Start tijd."
"EDIT_STOP","bewerken Stop"
"DELETE_CUSTOMER_?","Klant verwijderen?"
"NOT_AVAILABLE","Niet beschikbaar"
"AVG_RATING","Gemiddelde score"
"ENTER_LOC","Voer een locatie"
"RATINGS_REVIEW","Ratings & Beoordeling"
"BILLING","Billing"
"ADD_ONS","Marktplaats"
"API_KEY","API SLEUTEL"
"PROMO","Promotiecode"
"ADD_PROMO","Promoties toevoegen"
"AUTO_ASSIGNMENT","Auto-opdracht Enabled"
"VENDORS","portals"
"VENDORS_SETTING","portals"
"VENDORS_LIST","portal Gebruikers"
"WORKFLOW","workflow"
"BUSINESS","Soort bedrijf"
"NOTIFICATIONS","meldingen"
"GEOFENCE","geofence"
"PROFILE","Profiel"
"BUSINESS_APP","Zakelijk App"
"CUSTOM_APPS","Custom Apps"
"CATEGORY","Categorie"
"PARENT_CATEGORY","hoofdcategorie"
"SUBCATEGORY","sub Categorie"
"AGENT_SCHEDULE","Agent Schedule"
"CUSTOMER_NOTIFICATIONS","meldingen"
"TRIGGERS","triggers"
"WEBHOOK","webhook"
"SMS","SMS-account"
"PICKUP_NOTIFICATIONS","pickup Meldingen"
"DELIVERY_NOTIFICATIONS","levering Meldingen"
"INSERT_TAG","Tag insert"
"SUBJECT","Onderwerpen"
"PREVIEW","Voorbeschouwing"
"MESSAGE","Bericht"
"NOTIFICATION_TEXT","Stuur aangepaste sms'en, e-mails en Webhooks op basis van elke trekker en aanpassen van de inhoud door te klikken op het pictogram potlood."
"ENABLE_NOTIFICATION","Bent u zeker dat u deze melding in te schakelen?"
"DISABLE_NOTIFICATION","Bent u zeker dat u deze melding uit te schakelen?"
"RATE_YOUR_FEEDBACK","Beoordeel Jouw feedback"
"SELECT_WORKFLOW","Selecteer Workflow"
"CHOOSE_THE_WORKFLOW_THAT_BEST_COMPLIMENTS_YOUR_BUISNESS","Kies de workflow die het beste past bij je bedrijf."
"PICKUP_&_DELIVERY","Pick-up & Delivery"
"MANAGE_ON_DEMAND_PICKUPS_AND_DELIVERIES_EFFICIENTLY","Beheer on demand pickups en leveringen efficiënt"
"BUISNESS_THAT_USE_THIS_WORKFLOW_INCLUDE","Zakelijke dat deze workflow gebruiken, zijn"
"SMS_WEB","SMS en Webhooks"
"APPOINTMENT","Afspraak"
"UPDATE","Bijwerken"
"EMAIL_ATTACHMENT","Email bijlage"
"APPLICATION_JSON","application / json"
"APPLICATION_URLENCODED","application / x-www-form-urlencoded"
"TAG","label"
"REQUEST_RECEIVED","Verzoek ontvangen"
"AGENT_STARTED","Agent Gestart"
"AGENT_ARRIVED","Agent Aangekomen"
"SUCCESSFUL","geslaagd"
"TASK_UPDATE","taak bijwerken"
"REQUEST_ACCEPTED","Verzoek geaccepteerd"
"CREATE_TEAM","Maak Team"
"EDIT_TEAM","Team bewerken"
"HELP_TEXT_BATTERY_HEADING","Locatie Nauwkeurigheid voor Agent app"
"TEAM_MEMBERS","Leden van het team"
"PLEASE_SELECT","Selecteer alstublieft"
"LOW","Laag"
"MEDIUM","Medium"
"HIGH","hoog"
"HELP_TEXT_BATTERY_SUB_HEADING","(Voor Battery Optimization)"
"HELP_TEXT_HIGH_DESC","(3 Seconds Locatie refresh rate + 30 Seconds Server Hit) (GPS + Network Location)"
"HELP_TEXT_MEDIUM_DESC","(30 Seconds Locatie refresh rate + 30 Seconds Server Hit) (GPS + Network Location)"
"HELP_TEXT_LOW_DESC","(60 Seconds Locatie refresh rate + 60 Seconds Server Hit) (Network Location Only)"
"HELP_TEXT_TAGS","Gelieve komma's gescheiden waarden. Deze tags zullen worden gebruikt om je team te categoriseren."
"ORGANIZE","Organiseer uw"
"BASED_ON","in groepen op basis van geografische zones in een stad, voertuigtype en andere factoren."
"AND","en"
"ASSIGNED_ATLEAST","aan ten minste één team moet worden toegewezen."
"ID","ID kaart"
"NO_TRACKING","Geen volgen"
"DELETE_TEXT","Verwijder of verander je"
"DELETE_TEXT_2","naar andere team. Om een ​​team te verwijderen."
"CREATE_A_TEAM","Maak een team van de bestuurders, in het tabblad teams."
"ENTER_NAME","Voer Team Naam"
"SET_LOCATION","Stel de nauwkeurigheid van locaties voor"
"HELP_TEXT_NO_TRACKING_DESC","Locatie momenteel alleen bijgehouden voor de taak de status van veranderingen en wanneer de agent opent de app"
"SET_LOCATION_FOR_APP","Locatie Nauwkeurigheid voor Driver App."
"ORGANIZE_TEXT","Organiseer uw Driver in groepen op basis van geografie, zones in een stad, het type voertuig en andere factoren. Managers in groepen op basis van geografische zones in een stad, voertuigtype en andere factoren. Bestuurder moet aan ten minste één team worden toegewezen."
"TAGS","TAGS"
"DELETE_TEAM","Verwijder Team"
"ORGANIZE_TEXT_1","Organiseer uw Agent in groepen op basis van geografie, zones in een stad, het type voertuig en andere factoren. Managers in groepen op basis van geografie, zones in een stad, het type voertuig en andere factors.Agent moet worden aan ten minste één team toegewezen."
"ORGANIZE_TEXT_2","in groepen op basis van geografische zones in een stad, voertuigtype en andere factoren. Managers in groepen op basis van geografische zones in een stad, voertuigtype en andere factoren."
"ORGANIZE_TEXT_3","aan ten minste één team moet worden toegewezen."
"ADD","Toevoegen"
"IMPORT","import Agenten"
"DEVICE_VERSION","Device Version"
"IN_TRANSIT","Onderweg"
"FIRST_LOGIN_REQUIRED","Eerste Inloggen Verplicht"
"BLOCKED","geblokkeerd"
"BLOCK_MSG","Weet je zeker dat je dit wilt vendor blokkeren"
"UNBLOCK_MSG","Weet je zeker dat je dit wilt Agent deblokkeren"
"ASSIGN_TEAM","Wijs naar Team"
"TRANSPORT_TYPE","transport Type"
"TRANSPORT_DESC","Transport Beschrijving (Jaar, Model)"
"LIC_PLATE","Kentekenplaat"
"COLOR","Kleur"
"TAGS_HELP_TEXT","Gelieve komma's gescheiden waarden. Deze codes worden gebruikt om categoriseren uw"
"IMPORT_LINK_TEXT","te downloaden CSV-bestand sjabloon met monster waarden voor het toevoegen van nieuwe"
"SCHEDULE_TO","Schedule toewijzen aan"
"CANT_ACCESS","Agent Geen toegang"
"VIEW_AND_EDIT","Kan bekijken en bewerken"
"DRIVERS","drivers"
"ADD_DRIVERS","stuurprogramma's toevoegen en deze toewijzen aan een team"
"CSV_HEADER","CSV header"
"TEAM_ID","ID kaart"
"MANDATORY_CONDITION","Verplichte (login naam die wordt gebruikt door het middel in te loggen op de app)"
"MANDATORY_TEAM_ID","Verplichte (Input de numerieke Team ID die je kunt krijgen van pagina van het team)"
"OPTIONAL_CONDITION","Optioneel (wordt automatisch gegenereerd als u het leeg te laten)"
"TRANSPORT_TYPE_5","Transport Type (0-5)"
"OPTIONAL_NUMERIC","Optioneel (Input de numerieke Transportation type voor uw"
"AVAILABLE_TRANSPORT_TYPES","Beschikbare Transport Type"
"CAR","Auto: 0"
"MOTORCYCLE","Motor Cycle: 1"
"BICYCLE","Fiets: 2"
"SCOOTER","Scooter: 3"
"FOOT","Foot: 4"
"TRUCK","Vrachtwagen: 5"
"TRANSPORT_DESCRIPTION","transport Beschrijving"
"LICENSE","Licentie"
"DOWNLOAD_CSV","Download je taak gegevens in een CSV-bestand"
"EMAIL_ADDRESS","E-mailadres"
"PHONE_NUMBER","Telefoonnummer"
"USER_NAME","Gebruikersnaam"
"PROCEED_TO_DASHBOARD","Ga Dashboard"
"PLEASE_SELECT_ATLEAST_ONE_VALUE","Selecteer tenminste één waarde"
"MEMBERS_RECEIVE_AN_EMAIL/SMS_TO_DOWNLOAD_THE_MOBILE_APP","Leden ontvangen een e-mail / sms naar de mobiele app te downloaden."
"THE","De"
"ADD_YOURSELF_AS","Zet jezelf als"
"YOU_ADDED","Jij voegde toe"
"FILTERS","filters"
"EDIT","Bewerk"
"DEVICE_TYPE","Soort apparaat"
"AGENTS_ID","ID kaart"
"IDLE","nutteloos"
"OFFLINE","offline"
"NEED_SIGNUP_VERIFICATION","Need Inschrijven Verification"
"UPDATE_AGENT","update Agent"
"FIELDS_SUBMITTED","Fields tijdens de aanmelding ingediend"
"REASON_FOR_RESUBMISSION","Reden voor het opnieuw indienen"
"REMAINING","overblijvende"
"UPDATE_STATUS","Status update"
"SELECT_AN_OFFERING","Selecteer een offer"
"GENERAL","Algemeen"
"CATEGORY_NAME","categorie naam"
"CAT_IMAGE","categorie Beeld"
"FORM_ID","Form ID"
"ADD_CATEGORY","Voeg een Categorie"
"MAX_SIZE","Maximumgrootte"
"PER_KILO","Per kilometerheffing"
"MIN_FARE","minimum Fare"
"CANC_CHARGE","annuleringskosten"
"CAT_TYPE","categorie Type"
"SET_IMAGE","Set Categorie Beeld"
"PER_MIN","Per Minute Charge"
"ALL_CATEGORIES","Alle categorieën"
"CATEGORY_IMAGE","categorie Beeld"
"SEL_CATEGORY_IMAGE","Geselecteerde Categorie Beeld"
"ALL_PROMO","alle Promotions"
"PROMO_NAME","promo Naam"
"SHORT_DISCR","korte beschrijving"
"TYPE","Type"
"STARTING","Beginnend vanaf"
"ENDING","eindigend op"
"EDIT_CATEGORY","Categorie bewerken"
"LAST_LOCATION","Laatste locatie"
"STORE_VERSION","Store versie"
"AVG_CSTM_RAT","Gem Cust Rating"
"LAST_UPDATED_LOCATION_TIME","Laatst bijgewerkt Locatie Tijd"
"FLEET_STATUS_COLOR","Fleet Status Color"
"SUB_CAT_NAME","Sub Categorie Name"
"agents_can_VIEW_ONLY","Alleen Agent View"
"PERSONAL_ACCESS_TOKEN","Personal Access Token"
"TEXT_1","Persoonlijke toegang token functioneren als een gecombineerde naam en het wachtwoord voor API-verificatie. Bekijk API-documentatie voor meer."
"TEXT_2","API-documentatie"
"TEXT_3","voor meer."
"API_TOKEN","V1 API Access Token"
"REFER_API","U kunt verwijzen naar de v1 API-documentatie"
"REFER_API_HERE","hier."
"API_DEPRECATED","Deze API's wordt stopgezet en verliest ondersteuning na 30 september 2017"
"V2_API_KEYS","V2 API KEYS"
"GENERATE_KEY","Sleutel genereren"
"NO_API","Geen API keys"
"REFER_API_V2","U kunt verwijzen naar de v2 API-documentatie"
"AUTHENTICATE_V2","Sleutels worden gebruikt om alle v2 API-verzoeken te verifiëren."
"HERE","hier"
"MAX_KEYS","U kunt maximaal 10 API sleutels te genereren."
"DASHBOARD_MODULES","Dashboard en Mobile App Modules"
"CHOOSE_WORKFLOW","Kies de workflow die het beste past bij uw bedrijf eis."
"PICKUP_&_DELIVERY_TEXT","Beheer van on-demand pickups en leveringen efficiënt."
"APPOINTMENT_TEXT","Manage at-home diensten en houd je klanten tevreden."
"FIELD_WORKFORCE_TEXT","Beheer je op straat klantenwerving teams moeiteloos."
"BUSINESS_TEXT","Zaken die deze workflow te gebruiken zijn onder andere:"
"FOOD_DELIVERY","Voedsellevering"
"COURIER_SERVICES","Koerierdiensten"
"LAUNDRY_SERVICES","Laundry Services"
"GROCERY_DELIVERY","Grocery Delivery"
"ALCOHOL_DELIVERY","alcohol Delivery"
"MAKE_UP_ARTISTS","Visagisten"
"WEDDING_STYLISTS","Wedding Stylisten"
"HOUSE_REPAIR_SERVICES","House Repair Services"
"MASSAGE_THERAPISTS","massage Therapeuten"
"AUTO_REPAIR_SERVICES","Auto Repair Services"
"FIELD_MARKETING","Field Marketing"
"PRODUCT_DEMO","product Demo"
"CUSTOMER_DEVELOPMENT","Customer Acquisition / Development"
"TARGET_MARKETING","Target Marketing / Sales"
"MARKET_RESEARCH","Market Research / Surveys"
"TASK_ATTRIBUTES_TEXT","Pas het dashboard door het selecteren van de modules op basis van uw bedrijf eis."
"ENABLE_AUTO_ASSIGNMENT","Enable Auto Opdracht"
"BROADCAST_TO_AGENTS","Broadcast aan agenten"
"ONE_BY_ONE","Een voor een"
"ONE_BE_ONE_HELP_TEXT_1","Gaat naar één"
"ONE_BE_ONE_HELP_TEXT_2","(Dichtstbijzijnde & beschikbaar) eerste en als de tijd om is of als de agent de taak weigert, gaat het naar de tweede beste optie. U kunt de timer verstrijken tijd in te stellen."
"REQUEST_EXPIRE","Verloopt verzoek in"
"SECONDS","sec"
"SEND_TO_ALL","Send To All"
"SEND_TO_ALL_HELP_TEXT_1","Verzoek naar alle beschikbare"
"SEND_TO_ALL_HELP_TEXT_2","en wie accepteert / erkent de taak eerste zal het te ontvangen."
"START_RADIUS","Start Radius"
"ENTER_START_RADIUS","Enter Start Radius"
"RADIUS_INC","radius Verhoging"
"ENTER_RADIUS_INC","Voer Radius Verhoging"
"MAXIMUM_RADIUS","maximum Radius"
"ENTER_MAX_RADIUS","Kies de maximale Radius"
"BATCH_PROCESSING_TIME","Batch Processing Time"
"ENTER_BATCH_PROCESSING_TIME","Voer batchverwerking Time"
"REQ_TIME","Request Time"
"ENTER_REQ_TIME","Voer Request Time"
"MAX_BATCH_SIZE","Maximale Batch Size"
"ENTER_MAX_BATCH_SIZE","Voer Maximum Batch Size"
"BATCH_SIZE_INC","Batch Size Verhoging"
"ENTER_BATCH_SIZE_INC","Voer Batch Size Verhoging"
"TASK_TIMER","Task Timer"
"ENTER_TASK_TIMER","Voer Task Timer"
"ATTEMPT_LIMIT","poging Limit"
"ENTER_ATTEMPT_LIMIT","Enter Poging Limit"
"CREATE_TEMPLATE","Maak Template"
"MOBILE_APP_MODULES","Mobile App Modules"
"MOBILE_APP_MODULES_TEXT","Pas de mobiele app door het selecteren van de modules die u nodig hebt en bekijk de veranderingen leven in de mobiele mockup."
"ACKNOWLEDGEMENT_TYPE","Erkenning Type"
"ACKNOWLEDGE","Erkennen"
"ACCEPT_OR_DECLINE","Accepteren / Weigeren"
"NONE","Geen"
"ACTION_BLOCK","actie Block"
"ADD_NOTES","Notes toevoegen"
"ADD_IMAGES","Afbeeldingen toevoegen"
"ADD_SIGNATURE","Handtekening toevoegen"
"APP_MILESTONES","App Milestones"
"SHOW_ARRIVED_BUTTON","Show Aangekomen Button"
"INTERACTION_LAYOUT","interactie Layout"
"SHOW_BUTTONS","Show Buttons"
"SHOW_SLIDERS","Show Sliders"
"ACTION_CONFIRMATION","actie Bevestiging"
"SHOW_CONFIRMATION_POPUPS","Show bevestiging pop-ups"
"ADD_CUSTOM_TEMPLATE","Voeg aangepaste sjabloon"
"EDIT_CUSTOM_FIELD","Bewerken Aangepast veld"
"DUPLICATE_CUSTOM_FIELD","Dupliceren Aangepast veld"
"SUB_HEADING","Kies uw type bedrijf en Tookan zal dienovereenkomstig aan te passen. Ook het configureren van de opties die u zou willen nadenken over de agent mobiele app."
"BUSINESS_TYPE","Soort bedrijf"
"MOBILE_APP_SETUP","Mobile App Setup"
"MOBILE_APP_SETUP_TOOLTIP_2","applicatie voor de mobiele telefoon. Verhoog Zakelijke Rectangle Size naar Mobile setup te passen"
"ACKNOWLEDGE_TEXT_1","Agent kan ofwel bevestigen de ontvangst van de taak of accepteren / weigeren een taak op basis van uw keuze hieronder"
"ACKNOWLEDGE_TEXT_2","of accepteren / weigeren een"
"ACKNOWLEDGE_TEXT_3","op basis van uw keuze hieronder."
"APP_MILESTONES_TEXT_1","Verminder het aantal mijlpalen die nodig is om een ​​taak Basic mijlpalen vervolledigen Start, Aankomst, succesvol."
"APP_MILESTONES_TEXT_2","Basic mijlpalen zijn Start, Aankomst, succesvol."
"HIDE_CANCEL_BUTTON","Verberg Annuleer Button"
"HIDE_FAILED_BUTTON","Hide mislukt Button"
"INTERACTION_LAYOUT_TEXT_1","Kies tussen de knop of schuif input voor de te voltooien"
"INTERACTION_LAYOUT_TEXT_2","mijlpalen."
"ACTION_BLOCK_TEXT_1","Agent kunt notities, foto's en handtekening toe te voegen tijdens een taak."
"ADD_BARCODE","Barcode toevoegen"
"AUTO_ASSIGNMENT_TEXT_1","Activeer deze optie om automatisch taken toewijzen aan uw Agent.You kan de opdracht logica die het beste past bij uw zakelijke behoeften."
"AUTO_ASSIGNMENT_TEXT_2","aan jouw"
"AUTO_ASSIGNMENT_TEXT_3","U kunt de opdracht logica die het beste past bij uw zakelijke behoeften te selecteren."
"ONE_BY_ONE_TEXT_1","Stuurt de taak verzoek kennisgeving aan de agent die het dichtst bij de taak locatie. Als de agent de taak binnen het verzoek verstrijken tijd niet accepteert, wordt de taak verzoek gestuurd naar de volgende dichtstbijzijnde Agent. Als er geen Agent de taak accepteert, blijft het niet-toegewezen."
"ONE_BY_ONE_TEXT_2","dichtst bij de taak locatie. Indien de"
"ONE_BY_ONE_TEXT_3","niet de taak binnen het verzoek verstrijken tijd accepteren, wordt de taak verzoek gestuurd naar de volgende dichtstbijzijnde"
"ONE_BY_ONE_TEXT_4","Als Nee"
"BATCH_WISE_TEXT_4","aanvaardt de opdracht, is het niet-toegewezen blijft."
"ROUND_ROBIN_TEXT_1","Binnen een afgebakende radius cirkelvormig werking toegekend"
"ROUND_ROBIN_TEXT_2","taken op basis van de maximale limiet taak te stellen per"
"NEAREST_TEXT_1","Force wijst de taak om een ​​agent op basis van beschikbaarheid en afstand."
"NEAREST_TEXT_2","op basis van beschikbaarheid en afstand."
"to_OFF_DUTY","Taak toewijzen TO off-duty / afgemeld AGENT"
"DISTANCE_SETTINGS","Afstand Instellingen"
"BATCH_SETTINGS","batch Settings"
"NEAREST_AVAILABLE","dichtstbijzijnde"
"ALLOWED","toegestaan"
"CHOOSE_WORKFLOW_BUSINESS","Kies de workflow die het beste past bij uw bedrijf"
"BUSINESS_INCLUDE","Zaken die dit gebruiken zijn onder andere: Bezorgdiensten, Koeriersdiensten, Kruidenier Delivery, Wasserij Delivery, Alcohol Delivery"
"BUSINESS_INCLUDE_SERVICES","Zaken die gebruik maken van deze zijn onder andere: grimeurs, Wedding Stylisten, House Repair Services, Massage Therapeuten, Auto Repair Services"
"BUSINESS_INCLUDE_PRODUCTS","Zaken die dit gebruiken zijn onder andere: Field Marketing, Product Demo, Customer Acquisition / Development, Target Marketing / Sales, Market Research / Surveys"
"BUSINESS_INCLUDE_PICKUP","Bedrijven die Pickup & Delivery gebruiken, zijn"
"BUSINESS_APPOINTMENT","Bedrijven die afspraak gebruiken, zijn"
"BUSINESS_USE_FIELD","Bedrijven die Field Workforce gebruiken, zijn"
"CUSTOMIZE_TRACKING","Pas uw account real time tracking koppelingen"
"DISABLE_RATING","Uitschakelen klantenwaardering"
"SELECT_METHOD","Selecteer een methode om automatisch toewijzen van de taken"
"NUMBER_OF_RETRIES","Aantal pogingen"
"RETRIES","pogingen"
"TIME_SETTINGS","Tijdsinstellingen"
"MANAGE_AT_HOME_SERVICES_AND_KEEP_YOUR_CUSTOMERS_HAPPY","Beheer thuis diensten en houd je klanten tevreden."
"MANAGE_YOUR_ON_STREET_CUSTOMER_ACQUISITION_TEAMS_EFFORTLESSLY","Beheer je op straat klantenwerving teams moeiteloos"
"CREATE_YOUR_FIRST_TEAM","Maak uw eerste team"
"TEAMS_HELP_YOU_CLUB_A_GROUP_OF_AGENT_MEMBERS_BASED_ON_CITY_AREA_ETC","Teams helpen je club een groep middel leden op basis van stadsgebied etc."
"CONTINUE","Doorgaan met"
"PLEASE_SELECT_WORKFLOW","Selecteer Workflow"
"CALL_THEM_DRIVERS_ARTISTS_SERVICE_PROVIDERS_AVENGERS?_NO_WORRIES_NAME_IT_WILL_CHANGE_EVERYWHERE_IN_YOUR_DASHBOARD","Bel ze Drivers, Kunstenaars, Service Providers, Avengers? Geen zorgen noemt het hier en het zal overal te veranderen in het dashboard."
"FIELD_WORKFORCE","Field Workforce"
"SEND_TO_ALL_TEXT_1","Stuurt de taak verzoek kennisgeving aan de Agent beschikbaar zijn in de taak time-slot. De taak wordt toegewezen aan de ""Agent die voor het eerst de taak verzoek aanvaardt. Als er geen Agent de taak accepteert, niet-toegewezen blijft."""
"SEND_TO_ALL_TEXT_2","beschikbaar in de taak time-slot. De taak wordt toegewezen aan de"""
"SEND_TO_ALL_TEXT_3","die de taak verzoek inwilligt eerste. Als Nee"
"SEND_TO_ALL_TEXT_4","aanvaardt de opdracht, is het niet-toegewezen blijft."""
"BATCH_WISE_TEXT_1","Stuurt de taak verzoek kennisgeving aan Agent in batches. U kunt batches maken op basis van afstand, tijd en de grootte van de groep instellingen. De taak wordt toegewezen aan de agent die als eerste de taak verzoek inwilligt. Als er geen Agent de taak accepteert, blijft het niet-toegewezen."
"BATCH_WISE_TEXT_2","in batches. U kunt batches maken op basis van afstand, tijd en de grootte van de groep instellingen. De taak wordt toegewezen aan de"
"BATCH_WISE_TEXT_3","die de taak verzoek inwilligt eerste. Als Nee"
"BATCH_WISE","batch Wise"
"ROUND_ROBIN","Round Robin"
"MAID_CLEANING","Maid Cleaning"
"HOME_SERVICE","Thuisservice"
"MAX_RADIUS","maximum Radius"
"MAXIMUM","MAXIMUM TAKEN TOEGESTAAN"
"TASK_RADIUS","Radius"
"ONE_BY_ONE_TEXT_5","aanvaardt de opdracht, is het niet-toegewezen blijft."
"CHOOSE_BUSINESS_TYPE","Kies uw type bedrijf en"
"ADAPT_ACCORDINGLY","zal aanpassen."
"CONFIGURE_OPTIONS_MSG","Ook het configureren van de opties die u zou willen nadenken over de agent mobiele app."
"AGENT_SIGNUP_SETUP","Agent Inschrijven Setup"
"AUTO_VERIFICATION","Auto Verification"
"DASHBOARD_VIEW","dashboard View"
"MULTIPLE_DESTINATIOM_MSG","Kies of naar meerdere bestemmingen (pickups / drop-offs / afspraken) tonen voor een enkele taak in gecombineerde taak bekijken of te zien zijn als individuele stopt."
"TASK_VIEW","taak View"
"STOP_VIEW","stop"
"TASK_PANE_CUSTOMIZATION","Task Pane Customization"
"CUSTOMISE_INFO_MSG","Pas de in de individuele taak tegel in kaartweergave informatie."
"RESET_SETTINGS","Reset instellingen"
"SECTION","SECTIE"
"DISPLAY","DISPLAY"
"VEHICLE_TYPE_OR_PHOTO","‘S TYPE VOERTUIG OF PHOTO"
"VEHICLE_TYPE","voertuig Type"
"PROFILE_PHOTO","Profielfoto"
"PICKUP_LINE_1","Opneemgedeelte LINE 1"
"PICKUP_LINE_2","Opneemsectie LINE 2"
"DELIVERY_SECTION_LINE_1","Aflevergedeelte LINE 1"
"DELIVERY_SECTION_LINE_2","Ter sectie LINE 2"
"RUNNING_LATE","AAN DE LATE KANT"
"TASK_ID_729401","Task id 729401"
"PANE_CUSTOMIZATION","Pane Customization"
"CUSTOMIZE_INDIVIDUAL_INFO","Pas de in individuele Agent tegel in kaartweergave informatie."
"TILE_MAP_VIEW","tegel in de kaartweergave."
"LINE1","LIJN 1"
"LINE2","LIJN 2"
"LINE3","LINE3"
"TEXT_HERE","Tekst hier"
"IMAGE_CAPTION","Toevoegen Image Caption"
"AWAITING_VERIY_TXT","Wachten op verificatie tekst"
"CUSTOMER_SIGNUP","Customer Inschrijven Setup"
"CHARACTER","karakter"
"MSG_TOOLTIP1","Deze boodschap wordt getoond aan de"
"MSG_TOOLTIP2","als hij is in afwachting van verificatie."
"FULL_MSG_TOOLTIP2","Dit bericht wordt getoond aan de klant als hij is in afwachting van verificatie."
"AGENT_PANE_CUSTOMIZATION","Agent Pane Customization"
"fleet_VEHICLE_TYPE","fleet voertuigtype"
"ADD_VENDOR","Voeg Portal Gebruiker"
"EDIT_VENDOR","Portal gebruiker bewerken"
"DOMAIN","Domein"
"CHOOSE_DOMAIN","Kies Domain"
"DELETE_DOMAIN","Weet u zeker dat u dit domein verwijderen"
"DOMAIN_NAME","Domeinnaam"
"JOB_TYPE","Soort baan"
"TEMPLATE","Sjabloon"
"THEME_COLOR","themakleur"
"IS_LOGIN","Is Login Verplicht"
"SIGNUP_ALLOWED","SIGN UP TOEGESTAAN"
"AUTOFILL","Autofill Info Ingeschakeld"
"DARK_MAP","Toon Dark Kaart"
"CONFIRM_PASSWORD","bevestig wachtwoord"
"VENDOR_ID","ID kaart"
"DELETE_VENDOR","Verwijder"
"CLIENT_ID","klant identificatie"
"EDIT_DOMAIN","Domein toevoegen"
"ADD_NEW","Voeg nieuwe domeinen"
"EDIT_DOMAINS","bewerken Domeinen"
"DOMAIN_DETAILS","Domain Details"
"VENDOR_NAME","Naam"
"COMPANY","Bedrijf"
"LOGO","Logo"
"SMALL_LOGO","kleine Logo"
"SEARCH_PORTAL_USR","Zoeken Portal Gebruikers"
"REVIEW_VENDOR","beoordeling Vendor"
"UPDATE_VENDOR","Vendor bijwerken"
"VERIFY","Verifiëren"
"REJECT","afwijzen"
"NEED_RESUBMISSION","Needs Opnieuw indienen"
"ADD_REGION","Voeg een Region"
"GEOFENCE_SUBHEADING_1","Maak een virtuele grens zodat een nieuwe"
"GEOFENCE_SUBHEADING_2","uit die grens wordt toegewezen aan de specifieke"
"GEOFENCE_EDIT_TEXT_1","Taken worden automatisch toegewezen aan Agent zijn, als nieuwe Task bestemming binnen de regio."
"GEOFENCE_EDIT_TEXT_2","Als nieuw"
"GEOFENCE_EDIT_TEXT_3","bestemming binnen de regio."
"MAP_TEXT","Tik op de polygoon te beginnen bewerken."
"POLYGON_TOOL","Kies polygoon tekenprogramma (polygoon, top-midden van de kaart) en tik op de kaart om polygoon te tekenen."
"GEOFENCE_DETAILS","Geo-fence Details"
"DELETE_REGION_MSG","Weet je zeker dat je dit gebied te verwijderen"
"CLEAR_REGION","Verwijderen Regio"
"MOVE_MAP","Move Map"
"MARK_REGION","Mark Region"
"SELECT_GEO","Selecteer de geo-fence"
"enter_name","Voer naam in"
"no_geofence_found","No Geo-fence gevonden"
"last_updated","Laatst bijgewerkt"
"VENDOR_FORM_TEXT","Host een klantgerichte vorm binnen een paar seconden. Haal uw bedrijf specifiek domein setup en beginnen met het krijgen van uw bestellingen meteen. Domein voorbeeld: yourbusiness.xyz.com."
"INTEGRATE_WITH_ZAPIER_TEXT","Integratie met Zapier Integreer Zapier is een hulpmiddel om web apps met elkaar te verbinden. Wanneer de trekker gebeurt in één app, zal Zapier automatisch de vereiste acties in ons systeem uit te voeren. Accepteren uitnodiging om onze app op Zapier door te klikken op het integreren knop en authenticeren al uw vragen met behulp van uw API-sleutel"
"SMS_ACCOUNT_TEXT","We kunt u uw berichten te automatiseren aan de klanten in de vorm van SMS-meldingen. Nu kunt u eenvoudig uw eigen SMS service provider-account van Twilio of Plivo"
