"key","value"
"SUBCATEGORY","ქვე-კატეგორია"
"AGENT_SCHEDULE","აგენტი განრიგი"
"CUSTOMER_NOTIFICATIONS","შეტყობინებები"
"TRIGGERS","იწვევს"
"WEBHOOK","Webhook"
"SMS","თქვენს SMS ანგარიშზე"
"PICKUP_NOTIFICATIONS","Pickup შეტყობინებები"
"DELIVERY_NOTIFICATIONS","ჩაბარების შეტყობინებები"
"INSERT_TAG","Insert Tag"
"SUBJECT","თემა"
"PREVIEW","Preview"
"MESSAGE","შეტყობინება"
"NOTIFICATION_TEXT","პირადი საბაჟო SMS- ის, წერილებს და webhooks ეფუძნება თითოეული გამოიწვევს და სახის შინაარსი დაჭერით ფანქარი ხატი."
"ENABLE_NOTIFICATION","დარწმუნებული ხართ, რომ გსურთ, რათა ამ შეტყობინებას?"
"DISABLE_NOTIFICATION","დარწმუნებული ხართ, რომ გსურთ გამორთოთ ეს შეტყობინება?"
"RATE_YOUR_FEEDBACK","შეაფასეთ თქვენი კავშირი"
"SELECT_WORKFLOW","აირჩიეთ Workflow"
"CHOOSE_THE_WORKFLOW_THAT_BEST_COMPLIMENTS_YOUR_BUISNESS","არჩევა workflow, რომ საუკეთესო კომპლიმენტები თქვენი ბიზნესის."
"PICKUP_&_DELIVERY","პიკაპის და მიწოდების"
"MANAGE_ON_DEMAND_PICKUPS_AND_DELIVERIES_EFFICIENTLY","მართვა მოთხოვნის pickups და მშობიარობა ეფექტურად"
"BUISNESS_THAT_USE_THIS_WORKFLOW_INCLUDE","ბიზნესის, რომ გამოიყენოს ეს workflow მოიცავს"
"SMS_WEB","SMS და Webhooks"
"APPOINTMENT","დანიშვნა"
"UPDATE","განახლების"
"EMAIL_ATTACHMENT","ელ დანართი"
"APPLICATION_JSON","განცხადება / JSON"
"APPLICATION_URLENCODED","განცხადება / x-www-ფორმა urlencoded"
"TAG","tag"
"REQUEST_RECEIVED","თხოვნა"
"AGENT_STARTED","აგენტი დაიწყო"
"AGENT_ARRIVED","აგენტი ჩავიდა"
"SUCCESSFUL","წარმატებული"
"TASK_UPDATE","სამუშაო განახლების"
"REQUEST_ACCEPTED","მოთხოვნა მიღებული"
"CREATE_TEAM","გუნდის შექმნა"
"EDIT_TEAM","რედაქტირება Team"
"HELP_TEXT_BATTERY_HEADING","უცნობია მდებარეობა სიზუსტე აგენტი app"
"TEAM_MEMBERS","გუნდის წევრები"
"PLEASE_SELECT","აირჩიეთ"
"LOW","დაბალი"
"MEDIUM","საშუალო"
"HIGH","High"
"HELP_TEXT_BATTERY_SUB_HEADING","(ბატარეის ოპტიმიზაცია)"
"HELP_TEXT_HIGH_DESC","(3 წამი საიდან სიხშირე + 30 Seconds Server Hit) (GPS + Network საიდან)"
"HELP_TEXT_MEDIUM_DESC","(30 Seconds საიდან სიხშირე + 30 Seconds Server Hit) (GPS + Network საიდან)"
"HELP_TEXT_LOW_DESC","(60 Seconds საიდან სიხშირე + 60 Seconds Server Hit) (Network საიდან მხოლოდ)"
"HELP_TEXT_TAGS","ჩადეთ მძიმით გამოყოფილი მნიშვნელობები. ეს tags გამოყენებული იქნება კატეგორიებად თქვენი გუნდი."
"ORGANIZE","ორგანიზება თქვენი"
"BASED_ON","ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა ფაქტორები."
"AND","და"
"ASSIGNED_ATLEAST","უნდა დაეკისროს მინიმუმ ერთი გუნდი."
"ID","Id"
"NO_TRACKING","არარის Tracking"
"DELETE_TEXT","წაშლა ან გადაიტანოს თქვენი"
"DELETE_TEXT_2","სხვა გუნდი. იმისათვის, რომ წაშლა გუნდი."
"CREATE_A_TEAM","შექმნა გუნდი მძღოლები, გუნდები tab."
"ENTER_NAME","შეიტანეთ გუნდის სახელი"
"SET_LOCATION","უცნობია მდებარეობა სიზუსტით"
"HELP_TEXT_NO_TRACKING_DESC","საიდან დააფიქსირა მხოლოდ ამოცანა სტატუსის ცვლილება და როდესაც აგენტი ხსნის app"
"SET_LOCATION_FOR_APP","უცნობია მდებარეობა სიზუსტე Driver App."
"ORGANIZE_TEXT","ორგანიზება თქვენი Driver ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა ფაქტორები. მენეჯერები ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა ფაქტორები. მძღოლი უნდა დაეკისროს მინიმუმ ერთი გუნდი."
"TAGS","TAGS"
"DELETE_TEAM","წაშლა Team"
"ORGANIZE_TEXT_1","ორგანიზება თქვენი Agent ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა ფაქტორები. მენეჯერები ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა factors.Agent უნდა დაეკისროს მინიმუმ ერთი გუნდი."
"ORGANIZE_TEXT_2","ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა ფაქტორები. მენეჯერები ჯგუფების საფუძველზე გეოგრაფია, ზონებში ქალაქი, ტიპის ავტომანქანა და სხვა ფაქტორები."
"ORGANIZE_TEXT_3","უნდა დაეკისროს მინიმუმ ერთი გუნდი."
"ADD","სანიშნეს"
"IMPORT","იმპორტი აგენტები"
"DEVICE_VERSION","მოწყობილობა ვერსია"
"IN_TRANSIT","გადაზიდვის პორცესში"
"FIRST_LOGIN_REQUIRED","პირველი საჭიროა შესვლა"
"BLOCKED","დაბლოკილ"
"BLOCK_MSG","დარწმუნებული ხართ, რომ გსურთ დაბლოკოს ეს გამყიდველი"
"UNBLOCK_MSG","დარწმუნებული ხართ, რომ გსურთ მოხსნათ ეს აგენტი"
"ASSIGN_TEAM","მივანიჭოთ გუნდური"
"TRANSPORT_TYPE","ტრანსპორტის სახეობა"
"TRANSPORT_DESC","ტრანსპორტი აღწერა (წელი, მოდელი)"
"LIC_PLATE","სანომრე ნიშანი"
"COLOR","ფერი"
"TAGS_HELP_TEXT","ჩადეთ მძიმით გამოყოფილი მნიშვნელობები. ეს tags გამოყენებული იქნება კატეგორიებად თქვენი"
"IMPORT_LINK_TEXT","ჩამოტვირთვა CSV ფაილი თარგი ნიმუში ღირებულებების და დასძინა, ახალი"
"SCHEDULE_TO","განრიგი ნებართვები"
"CANT_ACCESS","აგენტი არ გავქთ"
"VIEW_AND_EDIT","შეგიძლიათ ნახოთ და რედაქტირება"
"DRIVERS","Drivers"
"ADD_DRIVERS","რჩეულებში მძღოლები და მივანიჭოთ მათ გუნდი"
"CSV_HEADER","CSV header"
"TEAM_ID","ID"
"MANDATORY_CONDITION","სავალდებულო (შესვლა მომხმარებლის სახელი, რომელიც გამოყენებული იქნება აგენტის მიერ შეხვიდეთ app)"
"MANDATORY_TEAM_ID","სავალდებულო (Input რიცხვითი Team ID, რომ შეგიძლიათ მიიღოთ გუნდის გვერდი)"
"OPTIONAL_CONDITION","პირობითი (იქნება ავტოგენერირებული თუ თქვენ დატოვეთ ცარიელი)"
"TRANSPORT_TYPE_5","ტრანსპორტის სახეობა (0-5)"
"OPTIONAL_NUMERIC","პირობითი (Input რიცხვითი სატრანსპორტო ტიპის თქვენი"
"AVAILABLE_TRANSPORT_TYPES","ხელმისაწვდომია ტრანსპორტის სახეობა"
"CAR","Car: 0"
"MOTORCYCLE","Motor Cycle: 1"
"BICYCLE","Bicycle: 2"
"SCOOTER","Scooter: 3"
"FOOT","Foot: 4"
"TRUCK","Truck: 5"
"TRANSPORT_DESCRIPTION","ტრანსპორტი აღწერა"
"LICENSE","ლიცენზია"
"DOWNLOAD_CSV","ჩამოტვირთვა თქვენი ამოცანაა მონაცემების CSV ფაილი"
"EMAIL_ADDRESS","ელექტრონული მისამართი"
"PHONE_NUMBER","ტელეფონის ნომერი"
"USER_NAME","ნიკი"
"PROCEED_TO_DASHBOARD","გაგრძელება დაფა"
"PLEASE_SELECT_ATLEAST_ONE_VALUE","აირჩიეთ Atleast ერთი მნიშვნელობა"
"MEMBERS_RECEIVE_AN_EMAIL/SMS_TO_DOWNLOAD_THE_MOBILE_APP","წევრები მიიღებენ ელ / sms ჩამოტვირთოთ პორტალის app."
"THE","The"
"ADD_YOURSELF_AS","რჩეულებში თავს, როგორც"
"YOU_ADDED","თქვენ დაამატა"
"FILTERS","ფილტრები"
"EDIT","რედაქტირება"
"DEVICE_TYPE","მოწყობილობის ტიპი"
"AGENTS_ID","ID"
"IDLE","Idle"
"OFFLINE","შემოსული არ არის"
"NEED_SIGNUP_VERIFICATION","უნდა რეგისტრაცია Verification"
"UPDATE_AGENT","განახლება აგენტი"
"FIELDS_SUBMITTED","Fields წარდგენილი რეგისტრაციის"
"REASON_FOR_RESUBMISSION","მიზეზი ხელმეორედ"
"REMAINING","დარჩენილი"
"UPDATE_STATUS","სტატუსის განახლება"
"SELECT_AN_OFFERING","აირჩიეთ შეთავაზებას"
"GENERAL","ზოგადი"
"CATEGORY_NAME","კატეგორია სახელი"
"CAT_IMAGE","კატეგორია Image"
"FORM_ID","ფორმა ID"
"ADD_CATEGORY","სანიშნეს კატეგორია"
"MAX_SIZE","მაქსიმალური ზომა"
"PER_KILO","თითო კილომეტრზე Charge"
"MIN_FARE","მინიმალური Fare"
"CANC_CHARGE","გაუქმების ბრალდებით"
"CAT_TYPE","კატეგორია ტიპი"
"SET_IMAGE","Set კატეგორია Image"
"PER_MIN","Per Minute Charge"
"ALL_CATEGORIES","ყველა კატეგორია"
"CATEGORY_IMAGE","კატეგორია Image"
"SEL_CATEGORY_IMAGE","შერჩეული კატეგორია Image"
"ALL_PROMO","ყველა აქცია"
"PROMO_NAME","Promo სახელი"
"SHORT_DISCR","მოკლე აღწერა"
"TYPE","ტიპი"
"STARTING","ვიწყებთ აქედან"
"ENDING","დამთავრებული"
"EDIT_CATEGORY","Edit კატეგორია"
"LAST_LOCATION","ბოლო მდებარეობა"
"STORE_VERSION","მაღაზიის ვერსია"
"AVG_CSTM_RAT","Avg Cust რეიტინგი"
"LAST_UPDATED_LOCATION_TIME","ბოლოს განახლდა მდებარეობა დრო"
"FLEET_STATUS_COLOR","ფლოტის სტატუსი ფერი"
"SUB_CAT_NAME","ქვე-კატეგორია სახელი"
"agents_can_VIEW_ONLY","აგენტი მხოლოდ დათვალიერება"
"PERSONAL_ACCESS_TOKEN","პირადი წვდომის ჟეტონი"
"TEXT_1","პირადი დაშვების ნიშნად ფუნქცია, როგორიცაა კომბინირებული სახელი და პაროლი API ავტორიზაციის. ნახეთ API დოკუმენტაცია მეტი."
"TEXT_2","API დოკუმენტაცია"
"TEXT_3","მეტი."
"API_TOKEN","V1 API წვდომის ჟეტონი"
"REFER_API","თქვენ შეუძლია მიმართოს v1 API დოკუმენტაცია"
"REFER_API_HERE","აქ ."
"API_DEPRECATED","ეს APIs იქნება უარყოფილია და მხარდაჭერას დაკარგავს მას შემდეგ, რაც 30 სექტემბერი 2017"
"V2_API_KEYS","V2 API KEYS"
"GENERATE_KEY","საკვანძო"
"NO_API","არარის API გასაღებები"
"REFER_API_V2","თქვენ შეუძლია მიმართოს v2 API დოკუმენტაცია"
"AUTHENTICATE_V2","Keys გამოიყენება სინამდვილის ყველა v2 API მოითხოვს."
"HERE","აქ"
"MAX_KEYS","თქვენ შეიძლება მაქსიმუმ 10 API გასაღებები."
"DASHBOARD_MODULES","საბრძოლო და მობილური აპლიკაცია მოდულები"
"CHOOSE_WORKFLOW","არჩევა workflow, რომ საუკეთესო შეესაბამება თქვენი ბიზნესის მოთხოვნებს."
"PICKUP_&_DELIVERY_TEXT","მართვა მოთხოვნის pickups და მშობიარობა ეფექტურად."
"APPOINTMENT_TEXT","მართვა at-home მომსახურება და შეინახეთ მომხმარებელს ბედნიერი."
"FIELD_WORKFORCE_TEXT","თქვენი on-ქუჩის მომხმარებელს შეძენის გუნდი ძალისხმევის გარეშე."
"BUSINESS_TEXT","ბიზნესი, რომელიც ამ სამუშაოს მოიცავს:"
"FOOD_DELIVERY","Food Delivery"
"COURIER_SERVICES","საკურიერო მომსახურება"
"LAUNDRY_SERVICES","სამრეცხაო მომსახურება"
"GROCERY_DELIVERY","სასურსათო მიწოდების"
"ALCOHOL_DELIVERY","Alcohol მიწოდების"
"MAKE_UP_ARTISTS","შეადგინოს მხატვრები"
"WEDDING_STYLISTS","Wedding სტილისტები"
"HOUSE_REPAIR_SERVICES","სახლი სარემონტო მომსახურება"
"MASSAGE_THERAPISTS","მასაჟი თერაპევტი"
"AUTO_REPAIR_SERVICES","ავტო სარემონტო მომსახურება"
"FIELD_MARKETING","სფეროში მარკეტინგი"
"PRODUCT_DEMO","პროდუქტის Demo"
"CUSTOMER_DEVELOPMENT","მომხმარებელთა შეძენა / განვითარების"
"TARGET_MARKETING","Target მარკეტინგი / გაყიდვები"
"MARKET_RESEARCH","ბაზრის კვლევა / კვლევები"
"TASK_ATTRIBUTES_TEXT","გე დაფა შერჩევით მოდულები ეფუძნება თქვენი ბიზნესის მოთხოვნებს."
"ENABLE_AUTO_ASSIGNMENT","ჩართვა Auto Assignment"
"BROADCAST_TO_AGENTS","სამაუწყებლო აგენტები"
"ONE_BY_ONE","სათითაოდ"
"ONE_BE_ONE_HELP_TEXT_1","მოთხოვნა მიდის ერთი"
"ONE_BE_ONE_HELP_TEXT_2","(უახლოეს და არსებული) პირველი და თუ ტაიმერი ეშვება out და თუ აგენტი უარს ამოცანა, მიდის მეორე საუკეთესო ვარიანტი. შეგიძლიათ დააყენოთ ტაიმერი გასვლის დრო."
"REQUEST_EXPIRE","მოთხოვნის ვადა იწურება"
"SECONDS","sec"
"SEND_TO_ALL","ყველასთან გაგზავნა"
"SEND_TO_ALL_HELP_TEXT_1","მოთხოვნა იგზავნება ყველა შესაძლებელი"
"SEND_TO_ALL_HELP_TEXT_2","და ვინც ადასტურებს / აღიარებს ამოცანა პირველი მიიღებს."
"START_RADIUS","დაწყება Radius"
"ENTER_START_RADIUS","შეიყვანეთ დაწყება Radius"
"RADIUS_INC","Radius ნამატი"
"ENTER_RADIUS_INC","შეიყვანეთ Radius ნამატი"
"MAXIMUM_RADIUS","მაქსიმალური რადიუსი"
"ENTER_MAX_RADIUS","შეიყვანეთ მაქსიმალური რადიუსი"
"BATCH_PROCESSING_TIME","Batch გენერაციის დრო"
"ENTER_BATCH_PROCESSING_TIME","შეიყვანეთ Batch გენერაციის დრო"
"REQ_TIME","მოთხოვნა დრო"
"ENTER_REQ_TIME","შეიყვანეთ მოთხოვნა დრო"
"MAX_BATCH_SIZE","მაქსიმალური სურათების ზომა"
"ENTER_MAX_BATCH_SIZE","შეიყვანეთ მაქსიმალური სურათების ზომა"
"BATCH_SIZE_INC","სურათების ზომა ნამატი"
"ENTER_BATCH_SIZE_INC","შეიყვანეთ სურათების ზომა ნამატი"
"TASK_TIMER","სამუშაო ტაიმერი"
"ENTER_TASK_TIMER","შეიყვანეთ სამუშაო ტაიმერი"
"ATTEMPT_LIMIT","მცდელობა Limit"
"ENTER_ATTEMPT_LIMIT","შეიყვანეთ მცდელობა Limit"
"CREATE_TEMPLATE","შექმნა თარგი"
"MOBILE_APP_MODULES","მობილური აპლიკაცია მოდულები"
"MOBILE_APP_MODULES_TEXT","გე მობილური აპლიკაცია შერჩევით მოდულები გჭირდებათ და ნახოთ ცვლილებები ცხოვრობს მობილური mockup."
"ACKNOWLEDGEMENT_TYPE","აღიარებას ტიპი"
"ACKNOWLEDGE","აღიარებთ"
"ACCEPT_OR_DECLINE","მიიღოს / უარი"
"NONE","არცერთი"
"ACTION_BLOCK","აქცია Block"
"ADD_NOTES","სანიშნეს შენიშვნები"
"ADD_IMAGES","სანიშნეს სურათები"
"ADD_SIGNATURE","სანიშნეს ხელმოწერა"
"APP_MILESTONES","app ეტაპები"
"SHOW_ARRIVED_BUTTON","შოუ ჩამოვიდა Button"
"INTERACTION_LAYOUT","ურთიერთქმედება განლაგება"
"SHOW_BUTTONS","შოუ Buttons"
"SHOW_SLIDERS","Show Sliders"
"ACTION_CONFIRMATION","აქცია დადასტურება"
"SHOW_CONFIRMATION_POPUPS","ჩვენება დადასტურება ამომხტარი"
"ADD_CUSTOM_TEMPLATE","სანიშნეს საბაჟო თარგი"
"EDIT_CUSTOM_FIELD","რედაქტირება საბაჟო სფეროში"
"DUPLICATE_CUSTOM_FIELD","დუბლიკატი საბაჟო სფეროში"
"SUB_HEADING","აირჩიეთ თქვენი ბიზნესის ტიპის და Tookan იქნება მოერგოს შესაბამისად. ასევე კონფიგურაციის პარამეტრების გსურთ ასახავს აგენტი მობილური აპლიკაცია."
"BUSINESS_TYPE","ბიზნესის ტიპი"
"MOBILE_APP_SETUP","მობილური აპლიკაცია Setup"
"MOBILE_APP_SETUP_TOOLTIP_2","მობილური აპლიკაცია. გაზრდა ბიზნესი Rectangle ზომა ემთხვევა მობილური setup"
"ACKNOWLEDGE_TEXT_1","აგენტი შეიძლება არც აღიარებთ მიღებიდან Task ან მიიღოს / უარი Task საფუძველზე ქვემოთ თქვენი არჩევანი"
"ACKNOWLEDGE_TEXT_2","ან მიიღოს / უარი"
"ACKNOWLEDGE_TEXT_3","საფუძველზე ქვემოთ თქვენი არჩევანი."
"APP_MILESTONES_TEXT_1","რაოდენობის შემცირებას ეტაპები საჭირო, რათა დასრულდეს სამუშაო ძირითადი ეტაპები მოიცავს დაწყება, ჩამოსვლა, წარმატებული."
"APP_MILESTONES_TEXT_2","ძირითადი ეტაპები მოიცავს დაწყება, ჩამოსვლა, წარმატებული."
"HIDE_CANCEL_BUTTON","დამალვა გაუქმება Button"
"HIDE_FAILED_BUTTON","დამალვა ვერ მოხერხდა Button"
"INTERACTION_LAYOUT_TEXT_1","არჩევა შორის ღილაკს და სლაიდერი საშუალებებით დაასრულებს"
"INTERACTION_LAYOUT_TEXT_2","ეტაპები."
"ACTION_BLOCK_TEXT_1","აგენტი შეგიძლიათ აღნიშნავს, სურათები და ხელმოწერის დროს დავალება."
"ADD_BARCODE","სანიშნეს შტრიხ"
"AUTO_ASSIGNMENT_TEXT_1","გააქტიურება ავტომატურად მინიჭებას ამოცანები თქვენი Agent.You შეგიძლიათ შეარჩიოთ დავალება ლოგიკა, რომ საუკეთესო შეესაბამება თქვენი ბიზნესის მოთხოვნებს."
"AUTO_ASSIGNMENT_TEXT_2","თქვენი"
"AUTO_ASSIGNMENT_TEXT_3","თქვენ შეგიძლიათ შეარჩიოთ დავალება ლოგიკა, რომ საუკეთესო შეესაბამება თქვენი ბიზნესის მოთხოვნებს."
"ONE_BY_ONE_TEXT_1","აგზავნის ამოცანა მოთხოვნის შეტყობინება აგენტს უახლოეს ამოცანა ადგილმდებარეობა. იმ შემთხვევაში, თუ აგენტი არ მიიღოს ამოცანის ფარგლებში მოთხოვნის ვადის გასვლის დრო, ამოცანა მოთხოვნა იგზავნება მომდევნო უახლოეს აგენტი. თუ არ აგენტი ადასტურებს ამოცანა, კვლავ unassigned."
"ONE_BY_ONE_TEXT_2","უახლოეს ამოცანა ადგილმდებარეობა. იმ შემთხვევაში, თუ"
"ONE_BY_ONE_TEXT_3","არ მიიღოს ამოცანის ფარგლებში მოთხოვნის ვადის გასვლის დრო, ამოცანა მოთხოვნა იგზავნება მომდევნო უახლოეს"
"ONE_BY_ONE_TEXT_4","თუ არ"
"BATCH_WISE_TEXT_4","ადასტურებს ამოცანა, კვლავ unassigned."
"ROUND_ROBIN_TEXT_1","აგენტი განსაზღვრულ რადიუსში არიან circularly ძალა ენიჭება"
"ROUND_ROBIN_TEXT_2","ამოცანების საფუძველზე მაქსიმალური ამოცანა ლიმიტი პოსტი"
"NEAREST_TEXT_1","Force ანიჭებს ამოცანა აგენტი საფუძველზე ხელმისაწვდომობა და მანძილი."
"NEAREST_TEXT_2","საფუძველზე ხელმისაწვდომობა და მანძილი."
"to_OFF_DUTY","დაავალოს ამოცანა OFF-DUTY / შესული აგენტურულ"
"DISTANCE_SETTINGS","მანძილი პარამეტრები"
"BATCH_SETTINGS","Batch პარამეტრები"
"NEAREST_AVAILABLE","უახლოესი ხელმისაწვდომია"
"ALLOWED","დაშვებული"
"CHOOSE_WORKFLOW_BUSINESS","არჩევა workflow, რომ საუკეთესო შეესაბამება თქვენი ბიზნესის"
"BUSINESS_INCLUDE","ბიზნესის, რომ გამოიყენოს ეს მოიცავს: Food Delivery, საკურიერო მომსახურება, სასურსათო მიწოდების, სამრეცხაო მომსახურება, Alcohol მიწოდების"
"BUSINESS_INCLUDE_SERVICES","ბიზნესის, რომ გამოიყენოს ეს მოიცავს: შეადგინოს მხატვრების, საქორწინო სტილისტები, სახლი სარემონტო მომსახურება, მასაჟი თერაპევტი, ავტო სარემონტო მომსახურება"
"BUSINESS_INCLUDE_PRODUCTS","ბიზნესის, რომ გამოიყენოს ეს საველე მარკეტინგი, პროდუქტის დემო, მომხმარებელთა შეძენა / განვითარების, Target მარკეტინგი / გაყიდვების, ბაზრის კვლევა / კვლევები"
"BUSINESS_INCLUDE_PICKUP","ბიზნესს რომ გამოიყენოთ Pickup & Delivery მოიცავს"
"BUSINESS_APPOINTMENT","ბიზნესს რომ გამოიყენოთ დანიშვნა მოიცავს"
"BUSINESS_USE_FIELD","ბიზნესს რომ გამოიყენოთ Field ძალის მოიცავს"
"CUSTOMIZE_TRACKING","გე ანგარიშის რეალურ დროში თვალთვალის ბმულები"
"DISABLE_RATING","Disable ნიშანი"
"SELECT_METHOD","აირჩიეთ მეთოდი auto-გამოყოფს ამოცანები"
"NUMBER_OF_RETRIES","ხმების retries"
"RETRIES","retries"
"TIME_SETTINGS","დრო პარამეტრები"
"MANAGE_AT_HOME_SERVICES_AND_KEEP_YOUR_CUSTOMERS_HAPPY","მართვა სახლში მომსახურება და შეინახეთ მომხმარებელს ბედნიერი."
"MANAGE_YOUR_ON_STREET_CUSTOMER_ACQUISITION_TEAMS_EFFORTLESSLY","თქვენი ქუჩის მომხმარებელს შეძენის გუნდი ძალისხმევის"
"CREATE_YOUR_FIRST_TEAM","შექმენით თქვენი პირველი გუნდი"
"TEAMS_HELP_YOU_CLUB_A_GROUP_OF_AGENT_MEMBERS_BASED_ON_CITY_AREA_ETC","გუნდები დაგეხმაროთ შესვლა ჯგუფი აგენტი წევრები საფუძველზე ქალაქის ტერიტორიაზე და ა.შ."
"CONTINUE","გაგრძელება"
"PLEASE_SELECT_WORKFLOW","აირჩიეთ Workflow"
"CALL_THEM_DRIVERS_ARTISTS_SERVICE_PROVIDERS_AVENGERS?_NO_WORRIES_NAME_IT_WILL_CHANGE_EVERYWHERE_IN_YOUR_DASHBOARD","მოვუწოდებთ მათ მძღოლები, მხატვრები, სერვის ცენტრები, შურისმაძიებლები? არ აწუხებს დაარქვით აქ და ეს შეიცვლება ყველგან დაფა."
"FIELD_WORKFORCE","სფეროში ძალის"
"SEND_TO_ALL_TEXT_1","აგზავნის ამოცანა მოთხოვნის შეტყობინება აგენტს ხელმისაწვდომია დავალების დროს სლოტი. ამოცანა იღებს ენიჭება ""აგენტი, რომელიც ადასტურებს ამოცანა მოთხოვნით პირველი. თუ არ აგენტი ადასტურებს ამოცანა, კვლავ unassigned""."
"SEND_TO_ALL_TEXT_2","ხელმისაწვდომია დავალების დროს სლოტი. ამოცანა იღებს ენიჭება """
"SEND_TO_ALL_TEXT_3","რომელიც იღებს ამოცანა მოთხოვნით პირველი. თუ არა"
"SEND_TO_ALL_TEXT_4","ადასტურებს ამოცანა, კვლავ unassigned ""."
"BATCH_WISE_TEXT_1","აგზავნის ამოცანა მოთხოვნის შეტყობინება აგენტი batches. თქვენ შეგიძლიათ შექმნათ batches საფუძველზე მანძილის, დროის და ჯგუფის ზომა პარამეტრები. ამოცანა იღებს დანიშნული აგენტი, რომელიც ადასტურებს ამოცანა მოთხოვნით პირველი. თუ არ აგენტი ადასტურებს ამოცანა, კვლავ unassigned."
"BATCH_WISE_TEXT_2","batches. თქვენ შეგიძლიათ შექმნათ batches საფუძველზე მანძილის, დროის და ჯგუფის ზომა პარამეტრები. ამოცანა იღებს ენიჭება"
"BATCH_WISE_TEXT_3","რომელიც იღებს ამოცანა მოთხოვნით პირველი. თუ არა"
"BATCH_WISE","Batch ბრძენი"
"ROUND_ROBIN","მრგვალი რობინ"
"MAID_CLEANING","maid Cleaning"
"HOME_SERVICE","სახლში მომსახურების სერვისი"
"MAX_RADIUS","მაქსიმალური რადიუსი"
"MAXIMUM","მაქსიმალური ამოცანები დაშვებული"
"TASK_RADIUS","Radius"
"ONE_BY_ONE_TEXT_5","ადასტურებს ამოცანა, კვლავ unassigned."
"CHOOSE_BUSINESS_TYPE","არჩევა ბიზნესის ტიპის და"
"ADAPT_ACCORDINGLY","იქნება მოერგოს შესაბამისად."
"CONFIGURE_OPTIONS_MSG","ასევე კონფიგურაციის პარამეტრების გსურთ ასახავს აგენტი მობილური აპლიკაცია."
"AGENT_SIGNUP_SETUP","აგენტი რეგისტრაცია Setup"
"AUTO_VERIFICATION","Auto Verification"
"DASHBOARD_VIEW","Dashboard ნახვა"
"MULTIPLE_DESTINATIOM_MSG","აირჩიეთ გამოჩნდეს თუ არა სხვადასხვა მიმართულებით (pickups / ვარდნა ღ / დანიშვნები) ერთი ამოცანა კომბინირებული ამოცანა კალენდარი და დავანახოთ, როგორც ინდივიდუალური გაჩერება."
"TASK_VIEW","Task ნახვა"
"STOP_VIEW","Stop ნახვა"
"TASK_PANE_CUSTOMIZATION","სამუშაო Pane მორგება"
"CUSTOMISE_INFO_MSG","გე ინფორმაცია მოცემულია ინდივიდუალურ ამოცანა ფილა რუკა."
"RESET_SETTINGS","პარამეტრების შეცვლა"
"SECTION","SECTION"
"DISPLAY","DISPLAY"
"VEHICLE_TYPE_OR_PHOTO","'S ავტომობილის ტიპის ან ფოტო"
"VEHICLE_TYPE","ავტომობილის ტიპის"
"PROFILE_PHOTO","პროფილის სურათი"
"PICKUP_LINE_1","PICKUP SECTION LINE 1"
"PICKUP_LINE_2","PICKUP SECTION LINE 2"
"DELIVERY_SECTION_LINE_1","DELIVERY SECTION LINE 1"
"DELIVERY_SECTION_LINE_2","DELIVERY SECTION LINE 2"
"RUNNING_LATE","მაგვიანდება"
"TASK_ID_729401","სამუშაო Id 729401"
"PANE_CUSTOMIZATION","pane მორგება"
"CUSTOMIZE_INDIVIDUAL_INFO","გე ინფორმაცია ნაჩვენები ინდივიდუალური Agent ფილა რუკა."
"TILE_MAP_VIEW","ფილა რუკა."
"LINE1","line1"
"LINE2","LINE2"
"LINE3","LINE3"
"TEXT_HERE","ტექსტი აქ"
"IMAGE_CAPTION","სურათის დამატება წარწერა"
"AWAITING_VERIY_TXT","მოლოდინში გადამოწმების ტექსტი"
"CUSTOMER_SIGNUP","მომხმარებელთა რეგისტრაცია Setup"
"CHARACTER","ხასიათი"
"MSG_TOOLTIP1","ეს გზავნილი იქნება ნაჩვენები"
"MSG_TOOLTIP2","როდესაც მას ელოდება გადამოწმების."
"FULL_MSG_TOOLTIP2","ეს გაგზავნა ნაჩვენები იქნება, რომ მომხმარებელს, როდესაც ის ელოდება გადამოწმების."
"AGENT_PANE_CUSTOMIZATION","აგენტი Pane მორგება"
"fleet_VEHICLE_TYPE","ფლოტის ავტომობილის ტიპის"
"ADD_VENDOR","რჩეულებში Portal მომხმარებელი"
"EDIT_VENDOR","Edit Portal მომხმარებელი"
"DOMAIN","domain"
"CHOOSE_DOMAIN","არჩევა Domain"
"DELETE_DOMAIN","დარწმუნებული ხართ, რომ გსურთ ამ დომენის წაშლა"
"DOMAIN_NAME","დომენის სახელი"
"JOB_TYPE","სამუშაოს ტიპი"
"TEMPLATE","თარგი"
"THEME_COLOR","Theme ფერი"
"IS_LOGIN","არის საჭიროა შესვლა"
